[56675][ 47][228]=30604241614040404
[91513][ 76][237]=30604241614053507
[91514][ 76][238]=30604241614053525
[91515][ 76][239]=30604241614053527
[91516][ 76][240]=30604241614053705
[91517][ 76][241]=30604241614053707
[91518][ 76][242]=30604241614053725
[91519][ 76][243]=30604241614053727
[91520][ 76][244]=30604241614071505
[91521][ 76][245]=30604241614071507
[91522][ 76][246]=30604241614071525
[91523][ 76][247]=30604241614071527
[91524][ 76][248]=30604241614071705
[91525][ 76][249]=30604241614071707
[91526][ 76][250]=30604241614071725
[91527][ 76][251]=30604241614071727
[91528][ 76][252]=30604241614073505
[91529][ 76][253]=30604241614073507
[91530][ 76][254]=30604241614073525
[91531][ 76][255]=30604241614073527
[91532][ 76][256]=30604241614073705
[91533][ 76][257]=30604241614073707
[91534][ 76][258]=30604241614073725
[91535][ 76][259]=30604241614073727
[91536][ 76][260]=30604241614251505
[91537][ 76][261]=30604241614251507
[91538][ 76][262]=30604241614251525
[91539][ 76][263]=30604241614251527
[91540][ 76][264]=30604241614251705
[91541][ 76][265]=30604241614251707
[91542][ 76][266]=30604241614251725
[91543][ 76][267]=30604241614251727
[91544][ 76][268]=30604241614253505
[91545][ 76][269]=30604241614253507
[91546][ 76][270]=30604241614253525
[91547][ 76][271]=30604241614253527
[91548][ 76][272]=30604241614253705
[91549][ 76][273]=30604241614253707
[91550][ 76][274]=30604241614253725
[91551][ 76][275]=30604241614253727
[91552][ 76][276]=30604241614271505
[91553][ 76][277]=30604241614271507
[91554][ 76][278]=30604241614271525
[91555][ 76][279]=30604241614271527
[91556][ 76][280]=30604241614271705
[91557][ 76][281]=30604241614271707
[91558][ 76][282]=30604241614271725
[91559][ 76][283]=30604241614271727
[91560][ 76][284]=30604241614273505
[91561][ 76][285]=30604241614273507
[91562][ 76][286]=30604241614273525
[91563][ 76][287]=30604241614273527
[91564][ 76][288]=30604241614273705
[91565][ 76][289]=30604241614273707
[91566][ 76][290]=30604241614273725
[91567][ 76][291]=30604241614273727
[91568][ 76][292]=30604241616051505
[91569][ 76][293]=30604241616051507
[91570][ 76][294]=30604241616051525
[91571][ 76][295]=30604241616051527
[91572][ 76][296]=30604241616051705
[91573][ 76][297]=30604241616051707
[91574][ 76][298]=30604241616051725
[91575][ 76][299]=30604241616051727
[91576][ 76][300]=30604241616053505
[91577][ 76][301]=30604241616053507
[91578][ 76][302]=30604241616053525
[91579][ 76][303]=30604241616053527
[91580][ 76][304]=30604241616053705
[91581][ 76][305]=30604241616053707
[91582][ 76][306]=30604241616053725
[91583][ 76][307]=30604241616053727
[91584][ 76][308]=30604241616071505
[91585][ 76][309]=30604241616071507
[91586][ 76][310]=30604241616071525
[91587][ 76][311]=30604241616071527
[91588][ 76][312]=30604241616071705
[91589][ 76][313]=30604241616071707
[91590][ 76][314]=30604241616071725
[91591][ 76][315]=30604241616071727
[91592][ 76][316]=30604241616073505
[91593][ 76][317]=30604241616073507
[91594][ 76][318]=30604241616073525
[91595][ 76][319]=30604241616073527
[91596][ 76][320]=30604241616073705
[91597][ 76][321]=30604241616073707
[91598][ 76][322]=30604241616073725
[91599][ 76][323]=30604241616073727
[91600][ 76][324]=30604241616251505
[91601][ 76][325]=30604241616251507
[91602][ 76][326]=30604241616251525
[91603][ 76][327]=30604241616251527
[91604][ 76][328]=30604241616251705
[91605][ 76][329]=30604241616251707
[91606][ 76][330]=30604241616251725
[91607][ 76][331]=30604241616251727
[91608][ 76][332]=30604241616253505
[91609][ 76][333]=30604241616253507
[91610][ 76][334]=30604241616253525
[91611][ 76][335]=30604241616253527
[91612][ 76][336]=30604241616253705
[91613][ 76][337]=30604241616253707
[91614][ 76][338]=30604241616253725
[91615][ 76][339]=30604241616253727
[91616][ 76][340]=30604241616271505
[91617][ 76][341]=30604241616271507
[91618][ 76][342]=30604241616271525
[91619][ 76][343]=30604241616271527
[91620][ 76][344]=30604241616271705
[91621][ 76][345]=30604241616271707
[91626][ 76][350]=30604241616273525
[91627][ 76][351]=30604241616273527
[91628][ 76][352]=30604241616273705
[91629][ 76][353]=30604241616273707
[91630][ 76][354]=30604241616273725
[91631][ 76][355]=30604241616273727
[92705][ 77][228]=30604241614051514
[92706][ 77][229]=30604241614051516
[92707][ 77][230]=30604241614051534
[92708][ 77][231]=30604241614051536
[92709][ 77][232]=30604241614051714
[92710][ 77][233]=30604241614051716
[92711][ 77][234]=30604241614051734
[92712][ 77][235]=30604241614051736
[92713][ 77][236]=30604241614053514
[92714][ 77][237]=30604241614053516
[92715][ 77][238]=30604241614053534
[92716][ 77][239]=30604241614053536
[92717][ 77][240]=30604241614053714
[92718][ 77][241]=30604241614053716
[92719][ 77][242]=30604241614053734
[92720][ 77][243]=30604241614053736
[92721][ 77][244]=30604241614071514
[92722][ 77][245]=30604241614071516
[92723][ 77][246]=30604241614071534
[92724][ 77][247]=30604241614071536
[92725][ 77][248]=30604241614071714
[92726][ 77][249]=30604241614071716
[92727][ 77][250]=30604241614071734
[92728][ 77][251]=30604241614071736
[92729][ 77][252]=30604241614073514
[92730][ 77][253]=30604241614073516
[92731][ 77][254]=30604241614073534
[92732][ 77][255]=30604241614073536
[92733][ 77][256]=30604241614073714
[92734][ 77][257]=30604241614073716
[92735][ 77][258]=30604241614073734
[92736][ 77][259]=30604241614073736
[92737][ 77][260]=30604241614251514
[92738][ 77][261]=30604241614251516
[92739][ 77][262]=30604241614251534
[92740][ 77][263]=30604241614251536
[92741][ 77][264]=30604241614251714
[92742][ 77][265]=30604241614251716
[92743][ 77][266]=30604241614251734
[92744][ 77][267]=30604241614251736
[92745][ 77][268]=30604241614253514
[92746][ 77][269]=30604241614253516
[92747][ 77][270]=30604241614253534
[92748][ 77][271]=30604241614253536
[92749][ 77][272]=30604241614253714
[92750][ 77][273]=30604241614253716
[92751][ 77][274]=30604241614253734
[92752][ 77][275]=30604241614253736
[92753][ 77][276]=30604241614271514
[92754][ 77][277]=30604241614271516
[92755][ 77][278]=30604241614271534
[92756][ 77][279]=30604241614271536
[92757][ 77][280]=30604241614271714
[92758][ 77][281]=30604241614271716
[92759][ 77][282]=30604241614271734
[92760][ 77][283]=30604241614271736
[92761][ 77][284]=30604241614273514
[92762][ 77][285]=30604241614273516
[92763][ 77][286]=30604241614273534
[92764][ 77][287]=30604241614273536
[92765][ 77][288]=30604241614273714
[92766][ 77][289]=30604241614273716
[92767][ 77][290]=30604241614273734
[92768][ 77][291]=30604241614273736
[92769][ 77][292]=30604241616051514
[92770][ 77][293]=30604241616051516
[92771][ 77][294]=30604241616051534
[92772][ 77][295]=30604241616051536
[92773][ 77][296]=30604241616051714
[92774][ 77][297]=30604241616051716
[92775][ 77][298]=30604241616051734
[92776][ 77][299]=30604241616051736
[92777][ 77][300]=30604241616053514
[92778][ 77][301]=30604241616053516
[92779][ 77][302]=30604241616053534
[92780][ 77][303]=30604241616053536
[92781][ 77][304]=30604241616053714
[92782][ 77][305]=30604241616053716
[92783][ 77][306]=30604241616053734
[92784][ 77][307]=30604241616053736
[92785][ 77][308]=30604241616071514
[92786][ 77][309]=30604241616071516
[92787][ 77][310]=30604241616071534
[92788][ 77][311]=30604241616071536
[92789][ 77][312]=30604241616071714
[92790][ 77][313]=30604241616071716
[92791][ 77][314]=30604241616071734
[92792][ 77][315]=30604241616071736
[92793][ 77][316]=30604241616073514
[92794][ 77][317]=30604241616073516
[92795][ 77][318]=30604241616073534
[92796][ 77][319]=30604241616073536
[92797][ 77][320]=30604241616073714
[92798][ 77][321]=30604241616073716
[92799][ 77][322]=30604241616073734
[92800][ 77][323]=30604241616073736
[92801][ 77][324]=30604241616251514
[92802][ 77][325]=30604241616251516
[92803][ 77][326]=30604241616251534
[92804][ 77][327]=30604241616251536
[92805][ 77][328]=30604241616251714
[92806][ 77][329]=30604241616251716
[92807][ 77][330]=30604241616251734
[92808][ 77][331]=30604241616251736
[92809][ 77][332]=30604241616253514
[92810][ 77][333]=30604241616253516
[92811][ 77][334]=30604241616253534
[92812][ 77][335]=30604241616253536
[92813][ 77][336]=30604241616253714
[92814][ 77][337]=30604241616253716
[92815][ 77][338]=30604241616253734
[92816][ 77][339]=30604241616253736
[92817][ 77][340]=30604241616271514
[92818][ 77][341]=30604241616271516
[92819][ 77][342]=30604241616271534
[92820][ 77][343]=30604241616271536
[92821][ 77][344]=30604241616271714
[92822][ 77][345]=30604241616271716
[92823][ 77][346]=30604241616271734
[92824][ 77][347]=30604241616271736
[92825][ 77][348]=30604241616273514
[92826][ 77][349]=30604241616273516
[92827][ 77][350]=30604241616273534
[92828][ 77][351]=30604241616273536
[92829][ 77][352]=30604241616273714
[92830][ 77][353]=30604241616273716
[92831][ 77][354]=30604241616273734
[92832][ 77][355]=30604241616273736
[93906][ 78][228]=30604241614051515
[93907][ 78][229]=30604241614051517
[93908][ 78][230]=30604241614051535
[93909][ 78][231]=30604241614051537
[93910][ 78][232]=30604241614051715
[93911][ 78][233]=30604241614051717
[93912][ 78][234]=30604241614051735
[93913][ 78][235]=30604241614051737
[93914][ 78][236]=30604241614053515
[93915][ 78][237]=30604241614053517
[93916][ 78][238]=30604241614053535
[93917][ 78][239]=30604241614053537
[93918][ 78][240]=30604241614053715
[93919][ 78][241]=30604241614053717
[93920][ 78][242]=30604241614053735
[93921][ 78][243]=30604241614053737
[93922][ 78][244]=30604241614071515
[93923][ 78][245]=30604241614071517
[93924][ 78][246]=30604241614071535
[93925][ 78][247]=30604241614071537
[93926][ 78][248]=30604241614071715
[93927][ 78][249]=30604241614071717
[93928][ 78][250]=30604241614071735
[93929][ 78][251]=30604241614071737
[93930][ 78][252]=30604241614073515
[93931][ 78][253]=30604241614073517
[93932][ 78][254]=30604241614073535
[93933][ 78][255]=30604241614073537
[93934][ 78][256]=30604241614073715
[93935][ 78][257]=30604241614073717
[93936][ 78][258]=30604241614073735
[93937][ 78][259]=30604241614073737
[93938][ 78][260]=30604241614251515
[93939][ 78][261]=30604241614251517
[93940][ 78][262]=30604241614251535
[93941][ 78][263]=30604241614251537
[93942][ 78][264]=30604241614251715
[93943][ 78][265]=30604241614251717
[93944][ 78][266]=30604241614251735
[93945][ 78][267]=30604241614251737
[93946][ 78][268]=30604241614253515
[93947][ 78][269]=30604241614253517
[93948][ 78][270]=30604241614253535
[93949][ 78][271]=30604241614253537
[93950][ 78][272]=30604241614253715
[93951][ 78][273]=30604241614253717
[93952][ 78][274]=30604241614253735
[93953][ 78][275]=30604241614253737
[93954][ 78][276]=30604241614271515
[93955][ 78][277]=30604241614271517
[93956][ 78][278]=30604241614271535
[93957][ 78][279]=30604241614271537
[93958][ 78][280]=30604241614271715
[93959][ 78][281]=30604241614271717
[93960][ 78][282]=30604241614271735
[93961][ 78][283]=30604241614271737
[93962][ 78][284]=30604241614273515
[93963][ 78][285]=30604241614273517
[93964][ 78][286]=30604241614273535
[93965][ 78][287]=30604241614273537
[93966][ 78][288]=30604241614273715
[93967][ 78][289]=30604241614273717
[93968][ 78][290]=30604241614273735
[93969][ 78][291]=30604241614273737
[93970][ 78][292]=30604241616051515
[93971][ 78][293]=30604241616051517
[93972][ 78][294]=30604241616051535
[93973][ 78][295]=30604241616051537
[93974][ 78][296]=30604241616051715
[93975][ 78][297]=30604241616051717
[93976][ 78][298]=30604241616051735
[93977][ 78][299]=30604241616051737
[93978][ 78][300]=30604241616053515
[93979][ 78][301]=30604241616053517
[93980][ 78][302]=30604241616053535
[93981][ 78][303]=30604241616053537
[93982][ 78][304]=30604241616053715
[93983][ 78][305]=30604241616053717
[93984][ 78][306]=30604241616053735
[93985][ 78][307]=30604241616053737
[93986][ 78][308]=30604241616071515
[93987][ 78][309]=30604241616071517
[93988][ 78][310]=30604241616071535
[93989][ 78][311]=30604241616071537
[93990][ 78][312]=30604241616071715
[93991][ 78][313]=30604241616071717
[93992][ 78][314]=30604241616071735
[93993][ 78][315]=30604241616071737
[93994][ 78][316]=30604241616073515
[93995][ 78][317]=30604241616073517
[93996][ 78][318]=30604241616073535
[93997][ 78][319]=30604241616073537
[93998][ 78][320]=30604241616073715
[93999][ 78][321]=30604241616073717
[94000][ 78][322]=30604241616073735
[94001][ 78][323]=30604241616073737
[94002][ 78][324]=30604241616251515
[94003][ 78][325]=30604241616251517
[94004][ 78][326]=30604241616251535
[94005][ 78][327]=30604241616251537
[94006][ 78][328]=30604241616251715
[94007][ 78][329]=30604241616251717
[94008][ 78][330]=30604241616251735
[94009][ 78][331]=30604241616251737
[94010][ 78][332]=30604241616253515
[94011][ 78][333]=30604241616253517
[94012][ 78][334]=30604241616253535
[94013][ 78][335]=30604241616253537
[94014][ 78][336]=30604241616253715
[94015][ 78][337]=30604241616253717
[94016][ 78][338]=30604241616253735
[94017][ 78][339]=30604241616253737
[94018][ 78][340]=30604241616271515
[94019][ 78][341]=30604241616271517
[94020][ 78][342]=30604241616271535
[94021][ 78][343]=30604241616271537
[94022][ 78][344]=30604241616271715
[94023][ 78][345]=30604241616271717
[94024][ 78][346]=30604241616271735
[94025][ 78][347]=30604241616271737
[94026][ 78][348]=30604241616273515
[94027][ 78][349]=30604241616273517
[94028][ 78][350]=30604241616273535
[94029][ 78][351]=30604241616273537
[94030][ 78][352]=30604241616273715
[94031][ 78][353]=30604241616273717
[94032][ 78][354]=30604241616273735
[94033][ 78][355]=30604241616273737
[95107][ 79][228]=30604241614140404
[95108][ 79][229]=30604241614140406
[95109][ 79][230]=30604241614140424
[95110][ 79][231]=30604241614140426
[95111][ 79][232]=30604241614140604
[95112][ 79][233]=30604241614140606
[95113][ 79][234]=30604241614140624
[95114][ 79][235]=30604241614140626
[95115][ 79][236]=30604241614142404
[95116][ 79][237]=30604241614142406
[95117][ 79][238]=30604241614142424
[95118][ 79][239]=30604241614142426
[95119][ 79][240]=30604241614142604
[95120][ 79][241]=30604241614142606
[95121][ 79][242]=30604241614142624
[95122][ 79][243]=30604241614142626
[95123][ 79][244]=30604241614160404
[95124][ 79][245]=30604241614160406
[95125][ 79][246]=30604241614160424
[95126][ 79][247]=30604241614160426
[95127][ 79][248]=30604241614160604
[95128][ 79][249]=30604241614160606
[95129][ 79][250]=30604241614160624
[95130][ 79][251]=30604241614160626
[95131][ 79][252]=30604241614162404
[95132][ 79][253]=30604241614162406
[95133][ 79][254]=30604241614162424
[95134][ 79][255]=30604241614162426
[95135][ 79][256]=30604241614162604
[95136][ 79][257]=30604241614162606
[95137][ 79][258]=30604241614162624
[95138][ 79][259]=30604241614162626
[95139][ 79][260]=30604241614340404
[95140][ 79][261]=30604241614340406
[95141][ 79][262]=30604241614340424
[95142][ 79][263]=30604241614340426
[95143][ 79][264]=30604241614340604
[95144][ 79][265]=30604241614340606
[95145][ 79][266]=30604241614340624
[95146][ 79][267]=30604241614340626
[95147][ 79][268]=30604241614342404
[95148][ 79][269]=30604241614342406
[95149][ 79][270]=30604241614342424
[95150][ 79][271]=30604241614342426
[95151][ 79][272]=30604241614342604
[95152][ 79][273]=30604241614342606
[95153][ 79][274]=30604241614342624
[95154][ 79][275]=30604241614342626
[95155][ 79][276]=30604241614360404
[95156][ 79][277]=30604241614360406
[95157][ 79][278]=30604241614360424
[95158][ 79][279]=30604241614360426
[95159][ 79][280]=30604241614360604
[95160][ 79][281]=30604241614360606
[95161][ 79][282]=30604241614360624
[95162][ 79][283]=30604241614360626
[95163][ 79][284]=30604241614362404
[95164][ 79][285]=30604241614362406
[95165][ 79][286]=30604241614362424
[95166][ 79][287]=30604241614362426
[95167][ 79][288]=30604241614362604
[95168][ 79][289]=30604241614362606
[95169][ 79][290]=30604241614362624
[95170][ 79][291]=30604241614362626
[95171][ 79][292]=30604241616140404
[95172][ 79][293]=30604241616140406
[95173][ 79][294]=30604241616140424
[95174][ 79][295]=30604241616140426
[95175][ 79][296]=30604241616140604
[95176][ 79][297]=30604241616140606
[95177][ 79][298]=30604241616140624
[95178][ 79][299]=30604241616140626
[95179][ 79][300]=30604241616142404
[95180][ 79][301]=30604241616142406
[95181][ 79][302]=30604241616142424
[95182][ 79][303]=30604241616142426
[95183][ 79][304]=30604241616142604
[95184][ 79][305]=30604241616142606
[95185][ 79][306]=30604241616142624
[95186][ 79][307]=30604241616142626
[95187][ 79][308]=30604241616160404
[95188][ 79][309]=30604241616160406
[95189][ 79][310]=30604241616160424
[95190][ 79][311]=30604241616160426
[95191][ 79][312]=30604241616160604
[95192][ 79][313]=30604241616160606
[95193][ 79][314]=30604241616160624
[95194][ 79][315]=30604241616160626
[95195][ 79][316]=30604241616162404
[95196][ 79][317]=30604241616162406
[95197][ 79][318]=30604241616162424
[95198][ 79][319]=30604241616162426
[95199][ 79][320]=30604241616162604
[95200][ 79][321]=30604241616162606
[95201][ 79][322]=30604241616162624
[95202][ 79][323]=30604241616162626
[95203][ 79][324]=30604241616340404
[95204][ 79][325]=30604241616340406
[95205][ 79][326]=30604241616340424
[95206][ 79][327]=30604241616340426
[95207][ 79][328]=30604241616340604
[95208][ 79][329]=30604241616340606
[95209][ 79][330]=30604241616340624
[95210][ 79][331]=30604241616340626
[EXTRA][735][388]=30604241616342004
[EXTRA][735][389]=30604241616342040
[EXTRA][735][390]=30604241616342044
[EXTRA][735][391]=30604241616342400
[95211][ 79][332]=30604241616342404
[EXTRA][735][392]=30604241616342006
[EXTRA][735][393]=30604241616342042
[EXTRA][735][394]=30604241616342046
[EXTRA][735][395]=30604241616342402
[95212][ 79][333]=30604241616342406
[EXTRA][735][396]=30604241616342024
[EXTRA][735][397]=30604241616342060
[EXTRA][735][398]=30604241616342064
[EXTRA][735][399]=30604241616342420
[95213][ 79][334]=30604241616342424
[95214][ 79][335]=30604241616342426
[95215][ 79][336]=30604241616342604
[95216][ 79][337]=30604241616342606
[95217][ 79][338]=30604241616342624
[95218][ 79][339]=30604241616342626
[95219][ 79][340]=30604241616360404
[95220][ 79][341]=30604241616360406
[95221][ 79][342]=30604241616360424
[95222][ 79][343]=30604241616360426
[95223][ 79][344]=30604241616360604
[95224][ 79][345]=30604241616360606
[95225][ 79][346]=30604241616360624
[95226][ 79][347]=30604241616360626
[95227][ 79][348]=30604241616362404
[95228][ 79][349]=30604241616362406
[95229][ 79][350]=30604241616362424
[95230][ 79][351]=30604241616362426
[95231][ 79][352]=30604241616362604
[95232][ 79][353]=30604241616362606
[95233][ 79][354]=30604241616362624
[95234][ 79][355]=30604241616362626
[96308][ 80][228]=30604241614140405
[96309][ 80][229]=30604241614140407
[96310][ 80][230]=30604241614140425
[96311][ 80][231]=30604241614140427
[96312][ 80][232]=30604241614140605
[96313][ 80][233]=30604241614140607
[96314][ 80][234]=30604241614140625
[96315][ 80][235]=30604241614140627
[96316][ 80][236]=30604241614142405
[96317][ 80][237]=30604241614142407
[96318][ 80][238]=30604241614142425
[96319][ 80][239]=30604241614142427
[96320][ 80][240]=30604241614142605
[96321][ 80][241]=30604241614142607
[96322][ 80][242]=30604241614142625
[96323][ 80][243]=30604241614142627
[96324][ 80][244]=30604241614160405
[96325][ 80][245]=30604241614160407
[96326][ 80][246]=30604241614160425
[96327][ 80][247]=30604241614160427
[96328][ 80][248]=30604241614160605
[96329][ 80][249]=30604241614160607
[96330][ 80][250]=30604241614160625
[96331][ 80][251]=30604241614160627
[96332][ 80][252]=30604241614162405
[96333][ 80][253]=30604241614162407
[96334][ 80][254]=30604241614162425
[96335][ 80][255]=30604241614162427
[96336][ 80][256]=30604241614162605
[96337][ 80][257]=30604241614162607
[96338][ 80][258]=30604241614162625
[96339][ 80][259]=30604241614162627
[96340][ 80][260]=30604241614340405
[96341][ 80][261]=30604241614340407
[96342][ 80][262]=30604241614340425
[96343][ 80][263]=30604241614340427
[96344][ 80][264]=30604241614340605
[96345][ 80][265]=30604241614340607
[96346][ 80][266]=30604241614340625
[96347][ 80][267]=30604241614340627
[96348][ 80][268]=30604241614342405
[96349][ 80][269]=30604241614342407
[96350][ 80][270]=30604241614342425
[96351][ 80][271]=30604241614342427
[96352][ 80][272]=30604241614342605
[96353][ 80][273]=30604241614342607
[96354][ 80][274]=30604241614342625
[96355][ 80][275]=30604241614342627
[96356][ 80][276]=30604241614360405
[96357][ 80][277]=30604241614360407
[96358][ 80][278]=30604241614360425
[96359][ 80][279]=30604241614360427
[96360][ 80][280]=30604241614360605
[96361][ 80][281]=30604241614360607
[96362][ 80][282]=30604241614360625
[96363][ 80][283]=30604241614360627
[96364][ 80][284]=30604241614362405
[96365][ 80][285]=30604241614362407
[96366][ 80][286]=30604241614362425
[96367][ 80][287]=30604241614362427
[96368][ 80][288]=30604241614362605
[96369][ 80][289]=30604241614362607
[96370][ 80][290]=30604241614362625
[96371][ 80][291]=30604241614362627
[96372][ 80][292]=30604241616140405
[96373][ 80][293]=30604241616140407
[96374][ 80][294]=30604241616140425
[96375][ 80][295]=30604241616140427
[96376][ 80][296]=30604241616140605
[96377][ 80][297]=30604241616140607
[96378][ 80][298]=30604241616140625
[96379][ 80][299]=30604241616140627
[96380][ 80][300]=30604241616142405
[96381][ 80][301]=30604241616142407
[96382][ 80][302]=30604241616142425
[96383][ 80][303]=30604241616142427
[96384][ 80][304]=30604241616142605
[96385][ 80][305]=30604241616142607
[96386][ 80][306]=30604241616142625
[96387][ 80][307]=30604241616142627
[96388][ 80][308]=30604241616160405
[96389][ 80][309]=30604241616160407
[96390][ 80][310]=30604241616160425
[96391][ 80][311]=30604241616160427
[96392][ 80][312]=30604241616160605
[96393][ 80][313]=30604241616160607
[96394][ 80][314]=30604241616160625
[96395][ 80][315]=30604241616160627
[96396][ 80][316]=30604241616162405
[96397][ 80][317]=30604241616162407
[96398][ 80][318]=30604241616162425
[96399][ 80][319]=30604241616162427
[96400][ 80][320]=30604241616162605
[96401][ 80][321]=30604241616162607
[96402][ 80][322]=30604241616162625
[96403][ 80][323]=30604241616162627
[96404][ 80][324]=30604241616340405
[96405][ 80][325]=30604241616340407
[96406][ 80][326]=30604241616340425
[96407][ 80][327]=30604241616340427
[96408][ 80][328]=30604241616340605
[96409][ 80][329]=30604241616340607
[96410][ 80][330]=30604241616340625
[96411][ 80][331]=30604241616340627
[96412][ 80][332]=30604241616342405
[96413][ 80][333]=30604241616342407
[96414][ 80][334]=30604241616342425
[96415][ 80][335]=30604241616342427
[96416][ 80][336]=30604241616342605
[96417][ 80][337]=30604241616342607
[96418][ 80][338]=30604241616342625
[96419][ 80][339]=30604241616342627
[96420][ 80][340]=30604241616360405
[96421][ 80][341]=30604241616360407
[96422][ 80][342]=30604241616360425
[96423][ 80][343]=30604241616360427
[96424][ 80][344]=30604241616360605
[96425][ 80][345]=30604241616360607
[96426][ 80][346]=30604241616360625
[96427][ 80][347]=30604241616360627
[96428][ 80][348]=30604241616362405
[96429][ 80][349]=30604241616362407
[96430][ 80][350]=30604241616362425
[96431][ 80][351]=30604241616362427
[96432][ 80][352]=30604241616362605
[96433][ 80][353]=30604241616362607
[96434][ 80][354]=30604241616362625
[96435][ 80][355]=30604241616362627
[97509][ 81][228]=30604241614140414
[97510][ 81][229]=30604241614140416
[97511][ 81][230]=30604241614140434
[97512][ 81][231]=30604241614140436
[97513][ 81][232]=30604241614140614
[97514][ 81][233]=30604241614140616
[97515][ 81][234]=30604241614140634
[97516][ 81][235]=30604241614140636
[97517][ 81][236]=30604241614142414
[97518][ 81][237]=30604241614142416
[97519][ 81][238]=30604241614142434
[97520][ 81][239]=30604241614142436
[97521][ 81][240]=30604241614142614
[97522][ 81][241]=30604241614142616
[97523][ 81][242]=30604241614142634
[97524][ 81][243]=30604241614142636
[97525][ 81][244]=30604241614160414
[97526][ 81][245]=30604241614160416
[97527][ 81][246]=30604241614160434
[97528][ 81][247]=30604241614160436
[97529][ 81][248]=30604241614160614
[97530][ 81][249]=30604241614160616
[97531][ 81][250]=30604241614160634
[97532][ 81][251]=30604241614160636
[97533][ 81][252]=30604241614162414
[97534][ 81][253]=30604241614162416
[97535][ 81][254]=30604241614162434
[97536][ 81][255]=30604241614162436
[97537][ 81][256]=30604241614162614
[97538][ 81][257]=30604241614162616
[97539][ 81][258]=30604241614162634
[97540][ 81][259]=30604241614162636
[97541][ 81][260]=30604241614340414
[97542][ 81][261]=30604241614340416
[97543][ 81][262]=30604241614340434
[97544][ 81][263]=30604241614340436
[97545][ 81][264]=30604241614340614
[97546][ 81][265]=30604241614340616
[97547][ 81][266]=30604241614340634
[97548][ 81][267]=30604241614340636
[97549][ 81][268]=30604241614342414
[97550][ 81][269]=30604241614342416
[97551][ 81][270]=30604241614342434
[97552][ 81][271]=30604241614342436
[97553][ 81][272]=30604241614342614
[97554][ 81][273]=30604241614342616
[97555][ 81][274]=30604241614342634
[97556][ 81][275]=30604241614342636
[97557][ 81][276]=30604241614360414
[97558][ 81][277]=30604241614360416
[97559][ 81][278]=30604241614360434
[97560][ 81][279]=30604241614360436
[97561][ 81][280]=30604241614360614
[97562][ 81][281]=30604241614360616
[97563][ 81][282]=30604241614360634
[97564][ 81][283]=30604241614360636
[97565][ 81][284]=30604241614362414
[97566][ 81][285]=30604241614362416
[97567][ 81][286]=30604241614362434
[97568][ 81][287]=30604241614362436
[97569][ 81][288]=30604241614362614
[97570][ 81][289]=30604241614362616
[97571][ 81][290]=30604241614362634
[97572][ 81][291]=30604241614362636
[97573][ 81][292]=30604241616140414
[97574][ 81][293]=30604241616140416
[97575][ 81][294]=30604241616140434
[97576][ 81][295]=30604241616140436
[97577][ 81][296]=30604241616140614
[97578][ 81][297]=30604241616140616
[97579][ 81][298]=30604241616140634
[97580][ 81][299]=30604241616140636
[97581][ 81][300]=30604241616142414
[97582][ 81][301]=30604241616142416
[97583][ 81][302]=30604241616142434
[97584][ 81][303]=30604241616142436
[97585][ 81][304]=30604241616142614
[97586][ 81][305]=30604241616142616
[97587][ 81][306]=30604241616142634
[97588][ 81][307]=30604241616142636
[97589][ 81][308]=30604241616160414
[97590][ 81][309]=30604241616160416
[97591][ 81][310]=30604241616160434
[97592][ 81][311]=30604241616160436
[97593][ 81][312]=30604241616160614
[97594][ 81][313]=30604241616160616
[97595][ 81][314]=30604241616160634
[97596][ 81][315]=30604241616160636
[97597][ 81][316]=30604241616162414
[97598][ 81][317]=30604241616162416
[97599][ 81][318]=30604241616162434
[97600][ 81][319]=30604241616162436
[97601][ 81][320]=30604241616162614
[97602][ 81][321]=30604241616162616
[97603][ 81][322]=30604241616162634
[97604][ 81][323]=30604241616162636
[97605][ 81][324]=30604241616340414
[97606][ 81][325]=30604241616340416
[97607][ 81][326]=30604241616340434
[97608][ 81][327]=30604241616340436
[97609][ 81][328]=30604241616340614
[97610][ 81][329]=30604241616340616
[97611][ 81][330]=30604241616340634
[97612][ 81][331]=30604241616340636
[97613][ 81][332]=30604241616342414
[97614][ 81][333]=30604241616342416
[97615][ 81][334]=30604241616342434
[97616][ 81][335]=30604241616342436
[97617][ 81][336]=30604241616342614
[97618][ 81][337]=30604241616342616
[97619][ 81][338]=30604241616342634
[97620][ 81][339]=30604241616342636
[97621][ 81][340]=30604241616360414
[97622][ 81][341]=30604241616360416
[97623][ 81][342]=30604241616360434
[97624][ 81][343]=30604241616360436
[97625][ 81][344]=30604241616360614
[97626][ 81][345]=30604241616360616
[97627][ 81][346]=30604241616360634
[97628][ 81][347]=30604241616360636
[97629][ 81][348]=30604241616362414
[97630][ 81][349]=30604241616362416
[97631][ 81][350]=30604241616362434
[97632][ 81][351]=30604241616362436
[97633][ 81][352]=30604241616362614
[97634][ 81][353]=30604241616362616
[97635][ 81][354]=30604241616362634
[97636][ 81][355]=30604241616362636
[98710][ 82][228]=30604241614140415
[98711][ 82][229]=30604241614140417
[98712][ 82][230]=30604241614140435
[98713][ 82][231]=30604241614140437
[98714][ 82][232]=30604241614140615
[98715][ 82][233]=30604241614140617
[98716][ 82][234]=30604241614140635
[98717][ 82][235]=30604241614140637
[98718][ 82][236]=30604241614142415
