[210175][175][  0]=30604241504062604
[254664][212][ 52]=30604241506160505
[254665][212][ 53]=30604241506160507
[254666][212][ 54]=30604241506160525
[254667][212][ 55]=30604241506160527
[254668][212][ 56]=30604241506160705
[254669][212][ 57]=30604241506160707
[254670][212][ 58]=30604241506160725
[254671][212][ 59]=30604241506160727
[254672][212][ 60]=30604241506162505
[254673][212][ 61]=30604241506162507
[254674][212][ 62]=30604241506162525
[254675][212][ 63]=30604241506162527
[254676][212][ 64]=30604241506162705
[254677][212][ 65]=30604241506162707
[254678][212][ 66]=30604241506162725
[254679][212][ 67]=30604241506162727
[254680][212][ 68]=30604241506340505
[254681][212][ 69]=30604241506340507
[254682][212][ 70]=30604241506340525
[254683][212][ 71]=30604241506340527
[254684][212][ 72]=30604241506340705
[254685][212][ 73]=30604241506340707
[254686][212][ 74]=30604241506340725
[254687][212][ 75]=30604241506340727
[254688][212][ 76]=30604241506342505
[254689][212][ 77]=30604241506342507
[254690][212][ 78]=30604241506342525
[254691][212][ 79]=30604241506342527
[254692][212][ 80]=30604241506342705
[254693][212][ 81]=30604241506342707
[254694][212][ 82]=30604241506342725
[254695][212][ 83]=30604241506342727
[254696][212][ 84]=30604241506360505
[254697][212][ 85]=30604241506360507
[254698][212][ 86]=30604241506360525
[254699][212][ 87]=30604241506360527
[254700][212][ 88]=30604241506360705
[254701][212][ 89]=30604241506360707
[254702][212][ 90]=30604241506360725
[254703][212][ 91]=30604241506360727
[254704][212][ 92]=30604241506362505
[254705][212][ 93]=30604241506362507
[254706][212][ 94]=30604241506362525
[254707][212][ 95]=30604241506362527
[254708][212][ 96]=30604241506362705
[254709][212][ 97]=30604241506362707
[254710][212][ 98]=30604241506362725
[254711][212][ 99]=30604241506362727
[255813][213][  0]=30604241504162714
[255814][213][  1]=30604241504162716
[255815][213][  2]=30604241504162734
[255816][213][  3]=30604241504162736
[255817][213][  4]=30604241504340514
[255818][213][  5]=30604241504340516
[255819][213][  6]=30604241504340534
[255820][213][  7]=30604241504340536
[255821][213][  8]=30604241504340714
[255822][213][  9]=30604241504340716
[255823][213][ 10]=30604241504340734
[255824][213][ 11]=30604241504340736
[255825][213][ 12]=30604241504342514
[255826][213][ 13]=30604241504342516
[255827][213][ 14]=30604241504342534
[255828][213][ 15]=30604241504342536
[255829][213][ 16]=30604241504342714
[255830][213][ 17]=30604241504342716
[255831][213][ 18]=30604241504342734
[255832][213][ 19]=30604241504342736
[255833][213][ 20]=30604241504360514
[255834][213][ 21]=30604241504360516
[255835][213][ 22]=30604241504360534
[255836][213][ 23]=30604241504360536
[255837][213][ 24]=30604241504360714
[255838][213][ 25]=30604241504360716
[255839][213][ 26]=30604241504360734
[255840][213][ 27]=30604241504360736
[255841][213][ 28]=30604241504362514
[255842][213][ 29]=30604241504362516
[255843][213][ 30]=30604241504362534
[255844][213][ 31]=30604241504362536
[255845][213][ 32]=30604241504362714
[255846][213][ 33]=30604241504362716
[255847][213][ 34]=30604241504362734
[255848][213][ 35]=30604241504362736
[255849][213][ 36]=30604241506140514
[255850][213][ 37]=30604241506140516
[255851][213][ 38]=30604241506140534
[255852][213][ 39]=30604241506140536
[255853][213][ 40]=30604241506140714
[255854][213][ 41]=30604241506140716
[255855][213][ 42]=30604241506140734
[255856][213][ 43]=30604241506140736
[255857][213][ 44]=30604241506142514
[255858][213][ 45]=30604241506142516
[255859][213][ 46]=30604241506142534
[255860][213][ 47]=30604241506142536
[255861][213][ 48]=30604241506142714
[255862][213][ 49]=30604241506142716
[255863][213][ 50]=30604241506142734
[255864][213][ 51]=30604241506142736
[255865][213][ 52]=30604241506160514
[255866][213][ 53]=30604241506160516
[255867][213][ 54]=30604241506160534
[255868][213][ 55]=30604241506160536
[255869][213][ 56]=30604241506160714
[255870][213][ 57]=30604241506160716
[255871][213][ 58]=30604241506160734
[255872][213][ 59]=30604241506160736
[255873][213][ 60]=30604241506162514
[255874][213][ 61]=30604241506162516
[255875][213][ 62]=30604241506162534
[255876][213][ 63]=30604241506162536
[255877][213][ 64]=30604241506162714
[255878][213][ 65]=30604241506162716
[255879][213][ 66]=30604241506162734
[255880][213][ 67]=30604241506162736
[255881][213][ 68]=30604241506340514
[255882][213][ 69]=30604241506340516
[255883][213][ 70]=30604241506340534
[255884][213][ 71]=30604241506340536
[255885][213][ 72]=30604241506340714
[255886][213][ 73]=30604241506340716
[255887][213][ 74]=30604241506340734
[255888][213][ 75]=30604241506340736
[255889][213][ 76]=30604241506342514
[255890][213][ 77]=30604241506342516
[255891][213][ 78]=30604241506342534
[255892][213][ 79]=30604241506342536
[255893][213][ 80]=30604241506342714
[255894][213][ 81]=30604241506342716
[255895][213][ 82]=30604241506342734
[255896][213][ 83]=30604241506342736
[255897][213][ 84]=30604241506360514
[255898][213][ 85]=30604241506360516
[255899][213][ 86]=30604241506360534
[255900][213][ 87]=30604241506360536
[255901][213][ 88]=30604241506360714
[255902][213][ 89]=30604241506360716
[255903][213][ 90]=30604241506360734
[255904][213][ 91]=30604241506360736
[255905][213][ 92]=30604241506362514
[255906][213][ 93]=30604241506362516
[255907][213][ 94]=30604241506362534
[255908][213][ 95]=30604241506362536
[255909][213][ 96]=30604241506362714
[255910][213][ 97]=30604241506362716
[255911][213][ 98]=30604241506362734
[255912][213][ 99]=30604241506362736
[257014][214][  0]=30604241504162715
[257015][214][  1]=30604241504162717
[257016][214][  2]=30604241504162735
[257017][214][  3]=30604241504162737
[257018][214][  4]=30604241504340515
[257019][214][  5]=30604241504340517
[257020][214][  6]=30604241504340535
[257021][214][  7]=30604241504340537
[257022][214][  8]=30604241504340715
[257023][214][  9]=30604241504340717
[257024][214][ 10]=30604241504340735
[257025][214][ 11]=30604241504340737
[257026][214][ 12]=30604241504342515
[257027][214][ 13]=30604241504342517
[257028][214][ 14]=30604241504342535
[257029][214][ 15]=30604241504342537
[257030][214][ 16]=30604241504342715
[257031][214][ 17]=30604241504342717
[257032][214][ 18]=30604241504342735
[257033][214][ 19]=30604241504342737
[257034][214][ 20]=30604241504360515
[257035][214][ 21]=30604241504360517
[257036][214][ 22]=30604241504360535
[257037][214][ 23]=30604241504360537
[257038][214][ 24]=30604241504360715
[257039][214][ 25]=30604241504360717
[257040][214][ 26]=30604241504360735
[257041][214][ 27]=30604241504360737
[257042][214][ 28]=30604241504362515
[257043][214][ 29]=30604241504362517
[257044][214][ 30]=30604241504362535
[257045][214][ 31]=30604241504362537
[257046][214][ 32]=30604241504362715
[257047][214][ 33]=30604241504362717
[257048][214][ 34]=30604241504362735
[257049][214][ 35]=30604241504362737
[257050][214][ 36]=30604241506140515
[257051][214][ 37]=30604241506140517
[257052][214][ 38]=30604241506140535
[257053][214][ 39]=30604241506140537
[257054][214][ 40]=30604241506140715
[257055][214][ 41]=30604241506140717
[257056][214][ 42]=30604241506140735
[257057][214][ 43]=30604241506140737
[257058][214][ 44]=30604241506142515
[257059][214][ 45]=30604241506142517
[257060][214][ 46]=30604241506142535
[257061][214][ 47]=30604241506142537
[257062][214][ 48]=30604241506142715
[257063][214][ 49]=30604241506142717
[257064][214][ 50]=30604241506142735
[257065][214][ 51]=30604241506142737
[257066][214][ 52]=30604241506160515
[257067][214][ 53]=30604241506160517
[257068][214][ 54]=30604241506160535
[257069][214][ 55]=30604241506160537
[257070][214][ 56]=30604241506160715
[257071][214][ 57]=30604241506160717
[257072][214][ 58]=30604241506160735
[257073][214][ 59]=30604241506160737
[257074][214][ 60]=30604241506162515
[257075][214][ 61]=30604241506162517
[257076][214][ 62]=30604241506162535
[257077][214][ 63]=30604241506162537
[257078][214][ 64]=30604241506162715
[257079][214][ 65]=30604241506162717
[257080][214][ 66]=30604241506162735
[257081][214][ 67]=30604241506162737
[257082][214][ 68]=30604241506340515
[257083][214][ 69]=30604241506340517
[257084][214][ 70]=30604241506340535
[257085][214][ 71]=30604241506340537
[257086][214][ 72]=30604241506340715
[257087][214][ 73]=30604241506340717
[257088][214][ 74]=30604241506340735
[257089][214][ 75]=30604241506340737
[257090][214][ 76]=30604241506342515
[257091][214][ 77]=30604241506342517
[257092][214][ 78]=30604241506342535
[257093][214][ 79]=30604241506342537
[257094][214][ 80]=30604241506342715
[257095][214][ 81]=30604241506342717
[257096][214][ 82]=30604241506342735
[257097][214][ 83]=30604241506342737
[257098][214][ 84]=30604241506360515
[257099][214][ 85]=30604241506360517
[257100][214][ 86]=30604241506360535
[257101][214][ 87]=30604241506360537
[257102][214][ 88]=30604241506360715
[257103][214][ 89]=30604241506360717
[257104][214][ 90]=30604241506360735
[257105][214][ 91]=30604241506360737
[257106][214][ 92]=30604241506362515
[257107][214][ 93]=30604241506362517
[257108][214][ 94]=30604241506362535
[257109][214][ 95]=30604241506362537
[257110][214][ 96]=30604241506362715
[257111][214][ 97]=30604241506362717
[257112][214][ 98]=30604241506362735
[257113][214][ 99]=30604241506362737
[258215][215][  0]=30604241504163604
[258216][215][  1]=30604241504163606
[258217][215][  2]=30604241504163624
[258218][215][  3]=30604241504163626
[258219][215][  4]=30604241504341404
[258220][215][  5]=30604241504341406
[258221][215][  6]=30604241504341424
[258222][215][  7]=30604241504341426
[258223][215][  8]=30604241504341604
[258224][215][  9]=30604241504341606
[258225][215][ 10]=30604241504341624
[258226][215][ 11]=30604241504341626
[258227][215][ 12]=30604241504343404
[258228][215][ 13]=30604241504343406
[258229][215][ 14]=30604241504343424
[258230][215][ 15]=30604241504343426
[258231][215][ 16]=30604241504343604
[258232][215][ 17]=30604241504343606
[258233][215][ 18]=30604241504343624
[258234][215][ 19]=30604241504343626
[258235][215][ 20]=30604241504361404
[258236][215][ 21]=30604241504361406
[258237][215][ 22]=30604241504361424
[258238][215][ 23]=30604241504361426
[258239][215][ 24]=30604241504361604
[258240][215][ 25]=30604241504361606
[258241][215][ 26]=30604241504361624
[258242][215][ 27]=30604241504361626
[258243][215][ 28]=30604241504363404
[258244][215][ 29]=30604241504363406
[258245][215][ 30]=30604241504363424
[258246][215][ 31]=30604241504363426
[258247][215][ 32]=30604241504363604
[258248][215][ 33]=30604241504363606
[258249][215][ 34]=30604241504363624
[258250][215][ 35]=30604241504363626
[258251][215][ 36]=30604241506141404
[258252][215][ 37]=30604241506141406
[258253][215][ 38]=30604241506141424
[258254][215][ 39]=30604241506141426
[258255][215][ 40]=30604241506141604
[258256][215][ 41]=30604241506141606
[258257][215][ 42]=30604241506141624
[258258][215][ 43]=30604241506141626
[258259][215][ 44]=30604241506143404
[258260][215][ 45]=30604241506143406
[258261][215][ 46]=30604241506143424
[258262][215][ 47]=30604241506143426
[258263][215][ 48]=30604241506143604
[258264][215][ 49]=30604241506143606
[258265][215][ 50]=30604241506143624
[258266][215][ 51]=30604241506143626
[258267][215][ 52]=30604241506161404
[258268][215][ 53]=30604241506161406
[258269][215][ 54]=30604241506161424
[258270][215][ 55]=30604241506161426
[258271][215][ 56]=30604241506161604
[258272][215][ 57]=30604241506161606
[258273][215][ 58]=30604241506161624
[258274][215][ 59]=30604241506161626
[258275][215][ 60]=30604241506163404
[258276][215][ 61]=30604241506163406
[258277][215][ 62]=30604241506163424
[258278][215][ 63]=30604241506163426
[258279][215][ 64]=30604241506163604
[258280][215][ 65]=30604241506163606
[258281][215][ 66]=30604241506163624
[258282][215][ 67]=30604241506163626
[258283][215][ 68]=30604241506341404
[258284][215][ 69]=30604241506341406
[258285][215][ 70]=30604241506341424
[258286][215][ 71]=30604241506341426
[258287][215][ 72]=30604241506341604
[258288][215][ 73]=30604241506341606
[258289][215][ 74]=30604241506341624
[258290][215][ 75]=30604241506341626
[258291][215][ 76]=30604241506343404
[258292][215][ 77]=30604241506343406
[258293][215][ 78]=30604241506343424
[258294][215][ 79]=30604241506343426
[258295][215][ 80]=30604241506343604
[258296][215][ 81]=30604241506343606
[258297][215][ 82]=30604241506343624
[258298][215][ 83]=30604241506343626
[258299][215][ 84]=30604241506361404
[258300][215][ 85]=30604241506361406
[258301][215][ 86]=30604241506361424
[258302][215][ 87]=30604241506361426
[258303][215][ 88]=30604241506361604
[258304][215][ 89]=30604241506361606
[258305][215][ 90]=30604241506361624
[258306][215][ 91]=30604241506361626
[258307][215][ 92]=30604241506363404
[258308][215][ 93]=30604241506363406
[258309][215][ 94]=30604241506363424
[258310][215][ 95]=30604241506363426
[258311][215][ 96]=30604241506363604
[258312][215][ 97]=30604241506363606
[258313][215][ 98]=30604241506363624
[258314][215][ 99]=30604241506363626
[259416][216][  0]=30604241504163605
[259417][216][  1]=30604241504163607
[259418][216][  2]=30604241504163625
[259419][216][  3]=30604241504163627
[259420][216][  4]=30604241504341405
[259421][216][  5]=30604241504341407
[259422][216][  6]=30604241504341425
[259423][216][  7]=30604241504341427
[259424][216][  8]=30604241504341605
[259425][216][  9]=30604241504341607
[259426][216][ 10]=30604241504341625
[259427][216][ 11]=30604241504341627
[259428][216][ 12]=30604241504343405
[259429][216][ 13]=30604241504343407
[259430][216][ 14]=30604241504343425
[259431][216][ 15]=30604241504343427
[259432][216][ 16]=30604241504343605
[259433][216][ 17]=30604241504343607
[259434][216][ 18]=30604241504343625
[259435][216][ 19]=30604241504343627
[259436][216][ 20]=30604241504361405
[259437][216][ 21]=30604241504361407
[259438][216][ 22]=30604241504361425
[259439][216][ 23]=30604241504361427
[259440][216][ 24]=30604241504361605
[259441][216][ 25]=30604241504361607
[259442][216][ 26]=30604241504361625
[259443][216][ 27]=30604241504361627
[259444][216][ 28]=30604241504363405
[259445][216][ 29]=30604241504363407
[259446][216][ 30]=30604241504363425
[259447][216][ 31]=30604241504363427
[259448][216][ 32]=30604241504363605
[259449][216][ 33]=30604241504363607
[259450][216][ 34]=30604241504363625
[259451][216][ 35]=30604241504363627
[259452][216][ 36]=30604241506141405
[259453][216][ 37]=30604241506141407
[259454][216][ 38]=30604241506141425
[259455][216][ 39]=30604241506141427
[259456][216][ 40]=30604241506141605
[259457][216][ 41]=30604241506141607
[259458][216][ 42]=30604241506141625
[259459][216][ 43]=30604241506141627
[259460][216][ 44]=30604241506143405
[259461][216][ 45]=30604241506143407
[259462][216][ 46]=30604241506143425
[259463][216][ 47]=30604241506143427
[259464][216][ 48]=30604241506143605
[259465][216][ 49]=30604241506143607
[259466][216][ 50]=30604241506143625
[259467][216][ 51]=30604241506143627
[259468][216][ 52]=30604241506161405
[259469][216][ 53]=30604241506161407
[259470][216][ 54]=30604241506161425
[259471][216][ 55]=30604241506161427
[259472][216][ 56]=30604241506161605
[259473][216][ 57]=30604241506161607
[259474][216][ 58]=30604241506161625
[259475][216][ 59]=30604241506161627
[259476][216][ 60]=30604241506163405
[259477][216][ 61]=30604241506163407
[259478][216][ 62]=30604241506163425
[259479][216][ 63]=30604241506163427
[259480][216][ 64]=30604241506163605
[259481][216][ 65]=30604241506163607
[259482][216][ 66]=30604241506163625
[259483][216][ 67]=30604241506163627
[259484][216][ 68]=30604241506341405
[259485][216][ 69]=30604241506341407
[259486][216][ 70]=30604241506341425
[259487][216][ 71]=30604241506341427
[259488][216][ 72]=30604241506341605
[259489][216][ 73]=30604241506341607
[259490][216][ 74]=30604241506341625
[259491][216][ 75]=30604241506341627
[259492][216][ 76]=30604241506343405
[259493][216][ 77]=30604241506343407
[259494][216][ 78]=30604241506343425
[259495][216][ 79]=30604241506343427
[259496][216][ 80]=30604241506343605
[259497][216][ 81]=30604241506343607
[259498][216][ 82]=30604241506343625
[259499][216][ 83]=30604241506343627
[259500][216][ 84]=30604241506361405
[259501][216][ 85]=30604241506361407
[259502][216][ 86]=30604241506361425
[259503][216][ 87]=30604241506361427
[259504][216][ 88]=30604241506361605
[259505][216][ 89]=30604241506361607
[259506][216][ 90]=30604241506361625
[259507][216][ 91]=30604241506361627
[259508][216][ 92]=30604241506363405
[259509][216][ 93]=30604241506363407
[259510][216][ 94]=30604241506363425
[259511][216][ 95]=30604241506363427
[259512][216][ 96]=30604241506363605
[259513][216][ 97]=30604241506363607
[259514][216][ 98]=30604241506363625
[259515][216][ 99]=30604241506363627
[260617][217][  0]=30604241504163614
[260618][217][  1]=30604241504163616
[260619][217][  2]=30604241504163634
[260620][217][  3]=30604241504163636
[260621][217][  4]=30604241504341414
[260622][217][  5]=30604241504341416
[260623][217][  6]=30604241504341434
[260624][217][  7]=30604241504341436
[260625][217][  8]=30604241504341614
[260626][217][  9]=30604241504341616
[260627][217][ 10]=30604241504341634
[260628][217][ 11]=30604241504341636
[260629][217][ 12]=30604241504343414
[260630][217][ 13]=30604241504343416
[260631][217][ 14]=30604241504343434
[260632][217][ 15]=30604241504343436
[260633][217][ 16]=30604241504343614
[260634][217][ 17]=30604241504343616
[260635][217][ 18]=30604241504343634
[260636][217][ 19]=30604241504343636
[260637][217][ 20]=30604241504361414
[260638][217][ 21]=30604241504361416
[260639][217][ 22]=30604241504361434
[260640][217][ 23]=30604241504361436
[260641][217][ 24]=30604241504361614
[260642][217][ 25]=30604241504361616
[260643][217][ 26]=30604241504361634
[260644][217][ 27]=30604241504361636
[260645][217][ 28]=30604241504363414
[260646][217][ 29]=30604241504363416
[260647][217][ 30]=30604241504363434
[260648][217][ 31]=30604241504363436
[260649][217][ 32]=30604241504363614
[260650][217][ 33]=30604241504363616
[260651][217][ 34]=30604241504363634
[260652][217][ 35]=30604241504363636
[260653][217][ 36]=30604241506141414
[260654][217][ 37]=30604241506141416
[260655][217][ 38]=30604241506141434
[260656][217][ 39]=30604241506141436
[260657][217][ 40]=30604241506141614
[260658][217][ 41]=30604241506141616
[260659][217][ 42]=30604241506141634
[260660][217][ 43]=30604241506141636
[260661][217][ 44]=30604241506143414
[260662][217][ 45]=30604241506143416
[260663][217][ 46]=30604241506143434
[260664][217][ 47]=30604241506143436
[260665][217][ 48]=30604241506143614
[260666][217][ 49]=30604241506143616
[260667][217][ 50]=30604241506143634
[260668][217][ 51]=30604241506143636
[260669][217][ 52]=30604241506161414
[260670][217][ 53]=30604241506161416
[260671][217][ 54]=30604241506161434
[260672][217][ 55]=30604241506161436
[260673][217][ 56]=30604241506161614
[260674][217][ 57]=30604241506161616
[260675][217][ 58]=30604241506161634
[260676][217][ 59]=30604241506161636
[260677][217][ 60]=30604241506163414
[260678][217][ 61]=30604241506163416
[260679][217][ 62]=30604241506163434
[260680][217][ 63]=30604241506163436
[260681][217][ 64]=30604241506163614
[260682][217][ 65]=30604241506163616
[260683][217][ 66]=30604241506163634
[260684][217][ 67]=30604241506163636
[260685][217][ 68]=30604241506341414
[260686][217][ 69]=30604241506341416
[260687][217][ 70]=30604241506341434
[260688][217][ 71]=30604241506341436
[260689][217][ 72]=30604241506341614
[260690][217][ 73]=30604241506341616
[260691][217][ 74]=30604241506341634
[260692][217][ 75]=30604241506341636
[260693][217][ 76]=30604241506343414
[260694][217][ 77]=30604241506343416
[260695][217][ 78]=30604241506343434
[260696][217][ 79]=30604241506343436
[260697][217][ 80]=30604241506343614
[260698][217][ 81]=30604241506343616
[260699][217][ 82]=30604241506343634
[260700][217][ 83]=30604241506343636
[260701][217][ 84]=30604241506361414
[260702][217][ 85]=30604241506361416
[260703][217][ 86]=30604241506361434
[260704][217][ 87]=30604241506361436
[260705][217][ 88]=30604241506361614
[260706][217][ 89]=30604241506361616
[260707][217][ 90]=30604241506361634
[260708][217][ 91]=30604241506361636
[260709][217][ 92]=30604241506363414
[260710][217][ 93]=30604241506363416
[260711][217][ 94]=30604241506363434
[260712][217][ 95]=30604241506363436
[260713][217][ 96]=30604241506363614
[260714][217][ 97]=30604241506363616
[260715][217][ 98]=30604241506363634
[260716][217][ 99]=30604241506363636
[261818][218][  0]=30604241504163615
[261819][218][  1]=30604241504163617
[261820][218][  2]=30604241504163635
[261821][218][  3]=30604241504163637
[261822][218][  4]=30604241504341415
[261823][218][  5]=30604241504341417
[261824][218][  6]=30604241504341435
[261825][218][  7]=30604241504341437
[261826][218][  8]=30604241504341615
[261827][218][  9]=30604241504341617
[261828][218][ 10]=30604241504341635
[261829][218][ 11]=30604241504341637
[261830][218][ 12]=30604241504343415
[261831][218][ 13]=30604241504343417
[261832][218][ 14]=30604241504343435
[261833][218][ 15]=30604241504343437
[261834][218][ 16]=30604241504343615
[261835][218][ 17]=30604241504343617
[261836][218][ 18]=30604241504343635
[261837][218][ 19]=30604241504343637
[261838][218][ 20]=30604241504361415
[261839][218][ 21]=30604241504361417
[261840][218][ 22]=30604241504361435
[261841][218][ 23]=30604241504361437
[261842][218][ 24]=30604241504361615
[261843][218][ 25]=30604241504361617
[261844][218][ 26]=30604241504361635
[261845][218][ 27]=30604241504361637
[261846][218][ 28]=30604241504363415
[261847][218][ 29]=30604241504363417
[261848][218][ 30]=30604241504363435
[261849][218][ 31]=30604241504363437
[261850][218][ 32]=30604241504363615
[261851][218][ 33]=30604241504363617
[261852][218][ 34]=30604241504363635
[261853][218][ 35]=30604241504363637
[261854][218][ 36]=30604241506141415
[261855][218][ 37]=30604241506141417
[261856][218][ 38]=30604241506141435
[261857][218][ 39]=30604241506141437
[261858][218][ 40]=30604241506141615
[261859][218][ 41]=30604241506141617
[261860][218][ 42]=30604241506141635
[261861][218][ 43]=30604241506141637
[261862][218][ 44]=30604241506143415
[261863][218][ 45]=30604241506143417
[261864][218][ 46]=30604241506143435
[261865][218][ 47]=30604241506143437
[261866][218][ 48]=30604241506143615
[261867][218][ 49]=30604241506143617
[261868][218][ 50]=30604241506143635
[261869][218][ 51]=30604241506143637
[261870][218][ 52]=30604241506161415
[261871][218][ 53]=30604241506161417
[261872][218][ 54]=30604241506161435
[261873][218][ 55]=30604241506161437
[261874][218][ 56]=30604241506161615
[261875][218][ 57]=30604241506161617
[261876][218][ 58]=30604241506161635
[261877][218][ 59]=30604241506161637
[261878][218][ 60]=30604241506163415
[261879][218][ 61]=30604241506163417
[261880][218][ 62]=30604241506163435
[261881][218][ 63]=30604241506163437
[261882][218][ 64]=30604241506163615
[261883][218][ 65]=30604241506163617
[261884][218][ 66]=30604241506163635
[261885][218][ 67]=30604241506163637
[261886][218][ 68]=30604241506341415
[261887][218][ 69]=30604241506341417
[261888][218][ 70]=30604241506341435
[261889][218][ 71]=30604241506341437
[261890][218][ 72]=30604241506341615
[261891][218][ 73]=30604241506341617
[261892][218][ 74]=30604241506341635
[261893][218][ 75]=30604241506341637
[261894][218][ 76]=30604241506343415
[261895][218][ 77]=30604241506343417
[261896][218][ 78]=30604241506343435
[261897][218][ 79]=30604241506343437
[261898][218][ 80]=30604241506343615
[261899][218][ 81]=30604241506343617
[261900][218][ 82]=30604241506343635
[261901][218][ 83]=30604241506343637
[261902][218][ 84]=30604241506361415
[261903][218][ 85]=30604241506361417
[261904][218][ 86]=30604241506361435
[261905][218][ 87]=30604241506361437
[261906][218][ 88]=30604241506361615
[261907][218][ 89]=30604241506361617
[261908][218][ 90]=30604241506361635
[261909][218][ 91]=30604241506361637
[261910][218][ 92]=30604241506363415
[261911][218][ 93]=30604241506363417
[261912][218][ 94]=30604241506363435
[261913][218][ 95]=30604241506363437
[261914][218][ 96]=30604241506363615
[261915][218][ 97]=30604241506363617
[261916][218][ 98]=30604241506363635
[261917][218][ 99]=30604241506363637
[263019][219][  0]=30604241504163704
[263020][219][  1]=30604241504163706
[263021][219][  2]=30604241504163724
[263022][219][  3]=30604241504163726
[263023][219][  4]=30604241504341504
[263024][219][  5]=30604241504341506
[263025][219][  6]=30604241504341524
[263026][219][  7]=30604241504341526
[263027][219][  8]=30604241504341704
[263028][219][  9]=30604241504341706
[263029][219][ 10]=30604241504341724
[263030][219][ 11]=30604241504341726
[263031][219][ 12]=30604241504343504
[263032][219][ 13]=30604241504343506
[263033][219][ 14]=30604241504343524
[263034][219][ 15]=30604241504343526
[263035][219][ 16]=30604241504343704
[263036][219][ 17]=30604241504343706
[263037][219][ 18]=30604241504343724
[263038][219][ 19]=30604241504343726
[263039][219][ 20]=30604241504361504
[263040][219][ 21]=30604241504361506
[263041][219][ 22]=30604241504361524
[263042][219][ 23]=30604241504361526
[263043][219][ 24]=30604241504361704
[263044][219][ 25]=30604241504361706
[263045][219][ 26]=30604241504361724
[263046][219][ 27]=30604241504361726
[263047][219][ 28]=30604241504363504
[263048][219][ 29]=30604241504363506
[263049][219][ 30]=30604241504363524
[263050][219][ 31]=30604241504363526
[263051][219][ 32]=30604241504363704
[263052][219][ 33]=30604241504363706
[263053][219][ 34]=30604241504363724
[263054][219][ 35]=30604241504363726
[263055][219][ 36]=30604241506141504
[263056][219][ 37]=30604241506141506
[263057][219][ 38]=30604241506141524
[263058][219][ 39]=30604241506141526
[263059][219][ 40]=30604241506141704
[263060][219][ 41]=30604241506141706
[263061][219][ 42]=30604241506141724
[263062][219][ 43]=30604241506141726
[263063][219][ 44]=30604241506143504
[263064][219][ 45]=30604241506143506
[263065][219][ 46]=30604241506143524
[263066][219][ 47]=30604241506143526
[263067][219][ 48]=30604241506143704
[263068][219][ 49]=30604241506143706
[263069][219][ 50]=30604241506143724
[263070][219][ 51]=30604241506143726
[263071][219][ 52]=30604241506161504
[263072][219][ 53]=30604241506161506
[263073][219][ 54]=30604241506161524
[263074][219][ 55]=30604241506161526
[263075][219][ 56]=30604241506161704
[263076][219][ 57]=30604241506161706
[263077][219][ 58]=30604241506161724
[263078][219][ 59]=30604241506161726
[263079][219][ 60]=30604241506163504
[263080][219][ 61]=30604241506163506
[263081][219][ 62]=30604241506163524
[263082][219][ 63]=30604241506163526
[263083][219][ 64]=30604241506163704
[263084][219][ 65]=30604241506163706
[263085][219][ 66]=30604241506163724
[263086][219][ 67]=30604241506163726
[263087][219][ 68]=30604241506341504
[263088][219][ 69]=30604241506341506
[263089][219][ 70]=30604241506341524
[263090][219][ 71]=30604241506341526
[263091][219][ 72]=30604241506341704
[263092][219][ 73]=30604241506341706
[263093][219][ 74]=30604241506341724
[263094][219][ 75]=30604241506341726
[263095][219][ 76]=30604241506343504
[263096][219][ 77]=30604241506343506
[263097][219][ 78]=30604241506343524
[263098][219][ 79]=30604241506343526
[263099][219][ 80]=30604241506343704
[263100][219][ 81]=30604241506343706
[263101][219][ 82]=30604241506343724
[263102][219][ 83]=30604241506343726
[263103][219][ 84]=30604241506361504
[263104][219][ 85]=30604241506361506
[263105][219][ 86]=30604241506361524
[263106][219][ 87]=30604241506361526
[263107][219][ 88]=30604241506361704
[263108][219][ 89]=30604241506361706
[263109][219][ 90]=30604241506361724
[263110][219][ 91]=30604241506361726
[263111][219][ 92]=30604241506363504
[263112][219][ 93]=30604241506363506
[263113][219][ 94]=30604241506363524
[263114][219][ 95]=30604241506363526
[263115][219][ 96]=30604241506363704
[263116][219][ 97]=30604241506363706
[263117][219][ 98]=30604241506363724
[263118][219][ 99]=30604241506363726
[264220][220][  0]=30604241504163705
[264221][220][  1]=30604241504163707
[264222][220][  2]=30604241504163725
[264223][220][  3]=30604241504163727
[264224][220][  4]=30604241504341505
[264225][220][  5]=30604241504341507
[264226][220][  6]=30604241504341525
[264227][220][  7]=30604241504341527
[264228][220][  8]=30604241504341705
[264229][220][  9]=30604241504341707
[264230][220][ 10]=30604241504341725
[264231][220][ 11]=30604241504341727
[264232][220][ 12]=30604241504343505
[264233][220][ 13]=30604241504343507
[264234][220][ 14]=30604241504343525
[264235][220][ 15]=30604241504343527
[264236][220][ 16]=30604241504343705
[264237][220][ 17]=30604241504343707
[264238][220][ 18]=30604241504343725
[264239][220][ 19]=30604241504343727
[264240][220][ 20]=30604241504361505
[264241][220][ 21]=30604241504361507
[264242][220][ 22]=30604241504361525
[264243][220][ 23]=30604241504361527
[264244][220][ 24]=30604241504361705
[264245][220][ 25]=30604241504361707
[264246][220][ 26]=30604241504361725
[264247][220][ 27]=30604241504361727
[264248][220][ 28]=30604241504363505
[264249][220][ 29]=30604241504363507
[264250][220][ 30]=30604241504363525
[264251][220][ 31]=30604241504363527
[264252][220][ 32]=30604241504363705
