[56547][ 47][100]=30604241434040404
[103500][ 86][214]=30604241436360535
[103501][ 86][215]=30604241436360537
[103502][ 86][216]=30604241436360715
[103503][ 86][217]=30604241436360717
[103504][ 86][218]=30604241436360735
[103505][ 86][219]=30604241436360737
[103506][ 86][220]=30604241436362515
[103507][ 86][221]=30604241436362517
[103508][ 86][222]=30604241436362535
[103509][ 86][223]=30604241436362537
[103510][ 86][224]=30604241436362715
[103511][ 86][225]=30604241436362717
[103512][ 86][226]=30604241436362735
[103513][ 86][227]=30604241436362737
[104587][ 87][100]=30604241434141404
[104588][ 87][101]=30604241434141406
[104589][ 87][102]=30604241434141424
[104590][ 87][103]=30604241434141426
[104591][ 87][104]=30604241434141604
[104592][ 87][105]=30604241434141606
[104593][ 87][106]=30604241434141624
[104594][ 87][107]=30604241434141626
[104595][ 87][108]=30604241434143404
[104596][ 87][109]=30604241434143406
[104597][ 87][110]=30604241434143424
[104598][ 87][111]=30604241434143426
[104599][ 87][112]=30604241434143604
[104600][ 87][113]=30604241434143606
[104601][ 87][114]=30604241434143624
[104602][ 87][115]=30604241434143626
[104603][ 87][116]=30604241434161404
[104604][ 87][117]=30604241434161406
[104605][ 87][118]=30604241434161424
[104606][ 87][119]=30604241434161426
[104607][ 87][120]=30604241434161604
[104608][ 87][121]=30604241434161606
[104609][ 87][122]=30604241434161624
[104610][ 87][123]=30604241434161626
[104611][ 87][124]=30604241434163404
[104612][ 87][125]=30604241434163406
[104613][ 87][126]=30604241434163424
[104614][ 87][127]=30604241434163426
[104615][ 87][128]=30604241434163604
[104616][ 87][129]=30604241434163606
[104617][ 87][130]=30604241434163624
[104618][ 87][131]=30604241434163626
[104619][ 87][132]=30604241434341404
[104620][ 87][133]=30604241434341406
[104621][ 87][134]=30604241434341424
[104622][ 87][135]=30604241434341426
[104623][ 87][136]=30604241434341604
[104624][ 87][137]=30604241434341606
[104625][ 87][138]=30604241434341624
[104626][ 87][139]=30604241434341626
[104627][ 87][140]=30604241434343404
[104628][ 87][141]=30604241434343406
[104629][ 87][142]=30604241434343424
[104630][ 87][143]=30604241434343426
[104631][ 87][144]=30604241434343604
[104632][ 87][145]=30604241434343606
[104633][ 87][146]=30604241434343624
[104634][ 87][147]=30604241434343626
[104635][ 87][148]=30604241434361404
[104636][ 87][149]=30604241434361406
[104637][ 87][150]=30604241434361424
[104638][ 87][151]=30604241434361426
[104639][ 87][152]=30604241434361604
[104640][ 87][153]=30604241434361606
[104641][ 87][154]=30604241434361624
[104642][ 87][155]=30604241434361626
[104643][ 87][156]=30604241434363404
[104644][ 87][157]=30604241434363406
[104645][ 87][158]=30604241434363424
[104646][ 87][159]=30604241434363426
[104647][ 87][160]=30604241434363604
[104648][ 87][161]=30604241434363606
[104649][ 87][162]=30604241434363624
[104650][ 87][163]=30604241434363626
[104651][ 87][164]=30604241436141404
[104652][ 87][165]=30604241436141406
[104653][ 87][166]=30604241436141424
[104654][ 87][167]=30604241436141426
[104655][ 87][168]=30604241436141604
[104656][ 87][169]=30604241436141606
[104657][ 87][170]=30604241436141624
[104658][ 87][171]=30604241436141626
[104659][ 87][172]=30604241436143404
[104660][ 87][173]=30604241436143406
[104661][ 87][174]=30604241436143424
[104662][ 87][175]=30604241436143426
[104663][ 87][176]=30604241436143604
[104664][ 87][177]=30604241436143606
[104665][ 87][178]=30604241436143624
[104666][ 87][179]=30604241436143626
[104667][ 87][180]=30604241436161404
[104668][ 87][181]=30604241436161406
[104669][ 87][182]=30604241436161424
[104670][ 87][183]=30604241436161426
[104671][ 87][184]=30604241436161604
[104672][ 87][185]=30604241436161606
[104673][ 87][186]=30604241436161624
[104674][ 87][187]=30604241436161626
[104675][ 87][188]=30604241436163404
[104676][ 87][189]=30604241436163406
[104677][ 87][190]=30604241436163424
[104678][ 87][191]=30604241436163426
[104679][ 87][192]=30604241436163604
[104680][ 87][193]=30604241436163606
[104681][ 87][194]=30604241436163624
[104682][ 87][195]=30604241436163626
[104683][ 87][196]=30604241436341404
[104684][ 87][197]=30604241436341406
[104685][ 87][198]=30604241436341424
[104686][ 87][199]=30604241436341426
[104687][ 87][200]=30604241436341604
[104688][ 87][201]=30604241436341606
[104689][ 87][202]=30604241436341624
[104690][ 87][203]=30604241436341626
[104691][ 87][204]=30604241436343404
[104692][ 87][205]=30604241436343406
[104693][ 87][206]=30604241436343424
[104694][ 87][207]=30604241436343426
[104695][ 87][208]=30604241436343604
[104696][ 87][209]=30604241436343606
[104697][ 87][210]=30604241436343624
[104698][ 87][211]=30604241436343626
[104699][ 87][212]=30604241436361404
[104700][ 87][213]=30604241436361406
[104701][ 87][214]=30604241436361424
[104702][ 87][215]=30604241436361426
[104703][ 87][216]=30604241436361604
[104704][ 87][217]=30604241436361606
[104705][ 87][218]=30604241436361624
[104706][ 87][219]=30604241436361626
[104707][ 87][220]=30604241436363404
[104708][ 87][221]=30604241436363406
[104709][ 87][222]=30604241436363424
[104710][ 87][223]=30604241436363426
[104711][ 87][224]=30604241436363604
[104712][ 87][225]=30604241436363606
[104713][ 87][226]=30604241436363624
[104714][ 87][227]=30604241436363626
[105788][ 88][100]=30604241434141405
[105789][ 88][101]=30604241434141407
[105790][ 88][102]=30604241434141425
[105791][ 88][103]=30604241434141427
[105792][ 88][104]=30604241434141605
[105793][ 88][105]=30604241434141607
[105794][ 88][106]=30604241434141625
[105795][ 88][107]=30604241434141627
[105796][ 88][108]=30604241434143405
[105797][ 88][109]=30604241434143407
[105798][ 88][110]=30604241434143425
[105799][ 88][111]=30604241434143427
[105800][ 88][112]=30604241434143605
[105801][ 88][113]=30604241434143607
[105802][ 88][114]=30604241434143625
[105803][ 88][115]=30604241434143627
[105804][ 88][116]=30604241434161405
[105805][ 88][117]=30604241434161407
[105806][ 88][118]=30604241434161425
[105807][ 88][119]=30604241434161427
[105808][ 88][120]=30604241434161605
[105809][ 88][121]=30604241434161607
[105810][ 88][122]=30604241434161625
[105811][ 88][123]=30604241434161627
[105812][ 88][124]=30604241434163405
[105813][ 88][125]=30604241434163407
[105814][ 88][126]=30604241434163425
[105815][ 88][127]=30604241434163427
[105816][ 88][128]=30604241434163605
[105817][ 88][129]=30604241434163607
[105818][ 88][130]=30604241434163625
[105819][ 88][131]=30604241434163627
[105820][ 88][132]=30604241434341405
[105821][ 88][133]=30604241434341407
[105822][ 88][134]=30604241434341425
[105823][ 88][135]=30604241434341427
[105824][ 88][136]=30604241434341605
[105825][ 88][137]=30604241434341607
[105826][ 88][138]=30604241434341625
[105827][ 88][139]=30604241434341627
[105828][ 88][140]=30604241434343405
[105829][ 88][141]=30604241434343407
[105830][ 88][142]=30604241434343425
[105831][ 88][143]=30604241434343427
[105832][ 88][144]=30604241434343605
[105833][ 88][145]=30604241434343607
[105834][ 88][146]=30604241434343625
[105835][ 88][147]=30604241434343627
[105836][ 88][148]=30604241434361405
[105837][ 88][149]=30604241434361407
[105838][ 88][150]=30604241434361425
[105839][ 88][151]=30604241434361427
[105840][ 88][152]=30604241434361605
[105841][ 88][153]=30604241434361607
[105842][ 88][154]=30604241434361625
[105843][ 88][155]=30604241434361627
[105844][ 88][156]=30604241434363405
[105845][ 88][157]=30604241434363407
[105846][ 88][158]=30604241434363425
[105847][ 88][159]=30604241434363427
[105848][ 88][160]=30604241434363605
[105849][ 88][161]=30604241434363607
[105850][ 88][162]=30604241434363625
[105851][ 88][163]=30604241434363627
[105852][ 88][164]=30604241436141405
[105853][ 88][165]=30604241436141407
[105854][ 88][166]=30604241436141425
[105855][ 88][167]=30604241436141427
[105856][ 88][168]=30604241436141605
[105857][ 88][169]=30604241436141607
[105858][ 88][170]=30604241436141625
[105859][ 88][171]=30604241436141627
[105860][ 88][172]=30604241436143405
[105861][ 88][173]=30604241436143407
[105862][ 88][174]=30604241436143425
[105863][ 88][175]=30604241436143427
[105864][ 88][176]=30604241436143605
[105865][ 88][177]=30604241436143607
[105866][ 88][178]=30604241436143625
[105867][ 88][179]=30604241436143627
[105868][ 88][180]=30604241436161405
[105869][ 88][181]=30604241436161407
[105870][ 88][182]=30604241436161425
[105871][ 88][183]=30604241436161427
[105872][ 88][184]=30604241436161605
[105873][ 88][185]=30604241436161607
[105874][ 88][186]=30604241436161625
[105875][ 88][187]=30604241436161627
[105876][ 88][188]=30604241436163405
[105877][ 88][189]=30604241436163407
[105878][ 88][190]=30604241436163425
[105879][ 88][191]=30604241436163427
[105880][ 88][192]=30604241436163605
[105881][ 88][193]=30604241436163607
[105882][ 88][194]=30604241436163625
[105883][ 88][195]=30604241436163627
[105884][ 88][196]=30604241436341405
[105885][ 88][197]=30604241436341407
[105886][ 88][198]=30604241436341425
[105887][ 88][199]=30604241436341427
[105888][ 88][200]=30604241436341605
[105889][ 88][201]=30604241436341607
[105890][ 88][202]=30604241436341625
[105891][ 88][203]=30604241436341627
[105892][ 88][204]=30604241436343405
[105893][ 88][205]=30604241436343407
[105894][ 88][206]=30604241436343425
[105895][ 88][207]=30604241436343427
[105896][ 88][208]=30604241436343605
[105897][ 88][209]=30604241436343607
[105898][ 88][210]=30604241436343625
[105899][ 88][211]=30604241436343627
[105900][ 88][212]=30604241436361405
[105901][ 88][213]=30604241436361407
[105902][ 88][214]=30604241436361425
[105903][ 88][215]=30604241436361427
[105904][ 88][216]=30604241436361605
[105905][ 88][217]=30604241436361607
[105906][ 88][218]=30604241436361625
[105907][ 88][219]=30604241436361627
[105908][ 88][220]=30604241436363405
[105909][ 88][221]=30604241436363407
[105910][ 88][222]=30604241436363425
[105911][ 88][223]=30604241436363427
[105912][ 88][224]=30604241436363605
[105913][ 88][225]=30604241436363607
[105914][ 88][226]=30604241436363625
[105915][ 88][227]=30604241436363627
[106989][ 89][100]=30604241434141414
[106990][ 89][101]=30604241434141416
[106991][ 89][102]=30604241434141434
[106992][ 89][103]=30604241434141436
[106993][ 89][104]=30604241434141614
[106994][ 89][105]=30604241434141616
[106995][ 89][106]=30604241434141634
[106996][ 89][107]=30604241434141636
[106997][ 89][108]=30604241434143414
[106998][ 89][109]=30604241434143416
[106999][ 89][110]=30604241434143434
[107000][ 89][111]=30604241434143436
[107001][ 89][112]=30604241434143614
[107002][ 89][113]=30604241434143616
[107003][ 89][114]=30604241434143634
[107004][ 89][115]=30604241434143636
[107005][ 89][116]=30604241434161414
[107006][ 89][117]=30604241434161416
[107007][ 89][118]=30604241434161434
[107008][ 89][119]=30604241434161436
[107009][ 89][120]=30604241434161614
[107010][ 89][121]=30604241434161616
[107011][ 89][122]=30604241434161634
[107012][ 89][123]=30604241434161636
[107013][ 89][124]=30604241434163414
[107014][ 89][125]=30604241434163416
[107015][ 89][126]=30604241434163434
[107016][ 89][127]=30604241434163436
[107017][ 89][128]=30604241434163614
[107018][ 89][129]=30604241434163616
[107019][ 89][130]=30604241434163634
[107020][ 89][131]=30604241434163636
[107021][ 89][132]=30604241434341414
[107022][ 89][133]=30604241434341416
[107023][ 89][134]=30604241434341434
[107024][ 89][135]=30604241434341436
[107025][ 89][136]=30604241434341614
[107026][ 89][137]=30604241434341616
[107027][ 89][138]=30604241434341634
[107028][ 89][139]=30604241434341636
[107029][ 89][140]=30604241434343414
[107030][ 89][141]=30604241434343416
[107031][ 89][142]=30604241434343434
[107032][ 89][143]=30604241434343436
[107033][ 89][144]=30604241434343614
[107034][ 89][145]=30604241434343616
[107035][ 89][146]=30604241434343634
[107036][ 89][147]=30604241434343636
[107037][ 89][148]=30604241434361414
[107038][ 89][149]=30604241434361416
[107039][ 89][150]=30604241434361434
[107040][ 89][151]=30604241434361436
[107041][ 89][152]=30604241434361614
[107042][ 89][153]=30604241434361616
[107043][ 89][154]=30604241434361634
[107044][ 89][155]=30604241434361636
[107045][ 89][156]=30604241434363414
[107046][ 89][157]=30604241434363416
[107047][ 89][158]=30604241434363434
[107048][ 89][159]=30604241434363436
[107049][ 89][160]=30604241434363614
[107050][ 89][161]=30604241434363616
[107051][ 89][162]=30604241434363634
[107052][ 89][163]=30604241434363636
[107053][ 89][164]=30604241436141414
[107054][ 89][165]=30604241436141416
[107055][ 89][166]=30604241436141434
[107056][ 89][167]=30604241436141436
[107057][ 89][168]=30604241436141614
[107058][ 89][169]=30604241436141616
[107059][ 89][170]=30604241436141634
[107060][ 89][171]=30604241436141636
[107061][ 89][172]=30604241436143414
[107062][ 89][173]=30604241436143416
[107063][ 89][174]=30604241436143434
[107064][ 89][175]=30604241436143436
[107065][ 89][176]=30604241436143614
[107066][ 89][177]=30604241436143616
[107067][ 89][178]=30604241436143634
[107068][ 89][179]=30604241436143636
[107069][ 89][180]=30604241436161414
[107070][ 89][181]=30604241436161416
[107071][ 89][182]=30604241436161434
[107072][ 89][183]=30604241436161436
[107073][ 89][184]=30604241436161614
[107074][ 89][185]=30604241436161616
[107075][ 89][186]=30604241436161634
[107076][ 89][187]=30604241436161636
[107077][ 89][188]=30604241436163414
[107078][ 89][189]=30604241436163416
[107079][ 89][190]=30604241436163434
[107080][ 89][191]=30604241436163436
[107081][ 89][192]=30604241436163614
[107082][ 89][193]=30604241436163616
[107083][ 89][194]=30604241436163634
[107084][ 89][195]=30604241436163636
[107085][ 89][196]=30604241436341414
[107086][ 89][197]=30604241436341416
[107087][ 89][198]=30604241436341434
[107088][ 89][199]=30604241436341436
[107089][ 89][200]=30604241436341614
[107090][ 89][201]=30604241436341616
[107091][ 89][202]=30604241436341634
[107092][ 89][203]=30604241436341636
[107093][ 89][204]=30604241436343414
[107094][ 89][205]=30604241436343416
[107095][ 89][206]=30604241436343434
[107096][ 89][207]=30604241436343436
[107097][ 89][208]=30604241436343614
[107098][ 89][209]=30604241436343616
[107099][ 89][210]=30604241436343634
[107100][ 89][211]=30604241436343636
[107101][ 89][212]=30604241436361414
[107102][ 89][213]=30604241436361416
[107103][ 89][214]=30604241436361434
[107104][ 89][215]=30604241436361436
[107105][ 89][216]=30604241436361614
[107106][ 89][217]=30604241436361616
[107107][ 89][218]=30604241436361634
[107108][ 89][219]=30604241436361636
[107109][ 89][220]=30604241436363414
[107110][ 89][221]=30604241436363416
[107111][ 89][222]=30604241436363434
[107112][ 89][223]=30604241436363436
[107113][ 89][224]=30604241436363614
[107114][ 89][225]=30604241436363616
[107115][ 89][226]=30604241436363634
[107116][ 89][227]=30604241436363636
[108190][ 90][100]=30604241434141415
[108191][ 90][101]=30604241434141417
[108192][ 90][102]=30604241434141435
[108193][ 90][103]=30604241434141437
[108194][ 90][104]=30604241434141615
[108195][ 90][105]=30604241434141617
[108196][ 90][106]=30604241434141635
[108197][ 90][107]=30604241434141637
[108198][ 90][108]=30604241434143415
[108199][ 90][109]=30604241434143417
[108200][ 90][110]=30604241434143435
[108201][ 90][111]=30604241434143437
[108202][ 90][112]=30604241434143615
[108203][ 90][113]=30604241434143617
[108204][ 90][114]=30604241434143635
[108205][ 90][115]=30604241434143637
[108206][ 90][116]=30604241434161415
[108207][ 90][117]=30604241434161417
[108208][ 90][118]=30604241434161435
[108209][ 90][119]=30604241434161437
[108210][ 90][120]=30604241434161615
[108211][ 90][121]=30604241434161617
[108212][ 90][122]=30604241434161635
[108213][ 90][123]=30604241434161637
[108214][ 90][124]=30604241434163415
[108215][ 90][125]=30604241434163417
[108216][ 90][126]=30604241434163435
[108217][ 90][127]=30604241434163437
[108218][ 90][128]=30604241434163615
[108219][ 90][129]=30604241434163617
[108220][ 90][130]=30604241434163635
[108221][ 90][131]=30604241434163637
[108222][ 90][132]=30604241434341415
[108223][ 90][133]=30604241434341417
[108224][ 90][134]=30604241434341435
[108225][ 90][135]=30604241434341437
[108226][ 90][136]=30604241434341615
[108227][ 90][137]=30604241434341617
[108228][ 90][138]=30604241434341635
[108229][ 90][139]=30604241434341637
[108230][ 90][140]=30604241434343415
[108231][ 90][141]=30604241434343417
[108232][ 90][142]=30604241434343435
[108233][ 90][143]=30604241434343437
[108234][ 90][144]=30604241434343615
[108235][ 90][145]=30604241434343617
[108236][ 90][146]=30604241434343635
[108237][ 90][147]=30604241434343637
[108238][ 90][148]=30604241434361415
[108239][ 90][149]=30604241434361417
[108240][ 90][150]=30604241434361435
[108241][ 90][151]=30604241434361437
[108242][ 90][152]=30604241434361615
[108243][ 90][153]=30604241434361617
[108244][ 90][154]=30604241434361635
[108245][ 90][155]=30604241434361637
[108246][ 90][156]=30604241434363415
[108247][ 90][157]=30604241434363417
[108248][ 90][158]=30604241434363435
[108249][ 90][159]=30604241434363437
[108250][ 90][160]=30604241434363615
[108251][ 90][161]=30604241434363617
[108252][ 90][162]=30604241434363635
[108253][ 90][163]=30604241434363637
[108254][ 90][164]=30604241436141415
[108255][ 90][165]=30604241436141417
[108256][ 90][166]=30604241436141435
[108257][ 90][167]=30604241436141437
[108258][ 90][168]=30604241436141615
[108259][ 90][169]=30604241436141617
[108260][ 90][170]=30604241436141635
[108261][ 90][171]=30604241436141637
[108262][ 90][172]=30604241436143415
[108263][ 90][173]=30604241436143417
[108264][ 90][174]=30604241436143435
[108265][ 90][175]=30604241436143437
[108266][ 90][176]=30604241436143615
[108267][ 90][177]=30604241436143617
[108268][ 90][178]=30604241436143635
[108269][ 90][179]=30604241436143637
[108270][ 90][180]=30604241436161415
[108271][ 90][181]=30604241436161417
[108272][ 90][182]=30604241436161435
[108273][ 90][183]=30604241436161437
[108274][ 90][184]=30604241436161615
[108275][ 90][185]=30604241436161617
[108276][ 90][186]=30604241436161635
[108277][ 90][187]=30604241436161637
[108278][ 90][188]=30604241436163415
[108279][ 90][189]=30604241436163417
[108280][ 90][190]=30604241436163435
[108281][ 90][191]=30604241436163437
[108282][ 90][192]=30604241436163615
[108283][ 90][193]=30604241436163617
[108284][ 90][194]=30604241436163635
[108285][ 90][195]=30604241436163637
[108286][ 90][196]=30604241436341415
[108287][ 90][197]=30604241436341417
[108288][ 90][198]=30604241436341435
[108289][ 90][199]=30604241436341437
[108290][ 90][200]=30604241436341615
[108291][ 90][201]=30604241436341617
[108292][ 90][202]=30604241436341635
[108293][ 90][203]=30604241436341637
[108294][ 90][204]=30604241436343415
[108295][ 90][205]=30604241436343417
[108296][ 90][206]=30604241436343435
[108297][ 90][207]=30604241436343437
[108298][ 90][208]=30604241436343615
[108299][ 90][209]=30604241436343617
[108300][ 90][210]=30604241436343635
[108301][ 90][211]=30604241436343637
[108302][ 90][212]=30604241436361415
[108303][ 90][213]=30604241436361417
[108304][ 90][214]=30604241436361435
[108305][ 90][215]=30604241436361437
[108306][ 90][216]=30604241436361615
[108307][ 90][217]=30604241436361617
[108308][ 90][218]=30604241436361635
[108309][ 90][219]=30604241436361637
[108310][ 90][220]=30604241436363415
[108311][ 90][221]=30604241436363417
[108312][ 90][222]=30604241436363435
[108313][ 90][223]=30604241436363437
[108314][ 90][224]=30604241436363615
[108315][ 90][225]=30604241436363617
[108316][ 90][226]=30604241436363635
[108317][ 90][227]=30604241436363637
[109391][ 91][100]=30604241434141504
[109392][ 91][101]=30604241434141506
[109393][ 91][102]=30604241434141524
[109394][ 91][103]=30604241434141526
[109395][ 91][104]=30604241434141704
[109396][ 91][105]=30604241434141706
[109397][ 91][106]=30604241434141724
[109398][ 91][107]=30604241434141726
[109399][ 91][108]=30604241434143504
[109400][ 91][109]=30604241434143506
[109401][ 91][110]=30604241434143524
[109402][ 91][111]=30604241434143526
[109403][ 91][112]=30604241434143704
[109404][ 91][113]=30604241434143706
[109405][ 91][114]=30604241434143724
[109406][ 91][115]=30604241434143726
[109407][ 91][116]=30604241434161504
[109408][ 91][117]=30604241434161506
[109409][ 91][118]=30604241434161524
[109410][ 91][119]=30604241434161526
[109411][ 91][120]=30604241434161704
[109412][ 91][121]=30604241434161706
[109413][ 91][122]=30604241434161724
[109414][ 91][123]=30604241434161726
[109415][ 91][124]=30604241434163504
[109416][ 91][125]=30604241434163506
[109417][ 91][126]=30604241434163524
[109418][ 91][127]=30604241434163526
[109419][ 91][128]=30604241434163704
[109420][ 91][129]=30604241434163706
[109421][ 91][130]=30604241434163724
[109422][ 91][131]=30604241434163726
[109423][ 91][132]=30604241434341504
[109424][ 91][133]=30604241434341506
[109425][ 91][134]=30604241434341524
[109426][ 91][135]=30604241434341526
[109427][ 91][136]=30604241434341704
[109428][ 91][137]=30604241434341706
[109429][ 91][138]=30604241434341724
[109430][ 91][139]=30604241434341726
[109431][ 91][140]=30604241434343504
[109432][ 91][141]=30604241434343506
[109433][ 91][142]=30604241434343524
[109434][ 91][143]=30604241434343526
[109435][ 91][144]=30604241434343704
[109436][ 91][145]=30604241434343706
[109437][ 91][146]=30604241434343724
[109438][ 91][147]=30604241434343726
[109439][ 91][148]=30604241434361504
[109440][ 91][149]=30604241434361506
[109441][ 91][150]=30604241434361524
[109442][ 91][151]=30604241434361526
[109443][ 91][152]=30604241434361704
[109444][ 91][153]=30604241434361706
[109445][ 91][154]=30604241434361724
[109446][ 91][155]=30604241434361726
[109447][ 91][156]=30604241434363504
[109448][ 91][157]=30604241434363506
[109449][ 91][158]=30604241434363524
[109450][ 91][159]=30604241434363526
[109451][ 91][160]=30604241434363704
[109452][ 91][161]=30604241434363706
[109453][ 91][162]=30604241434363724
[109454][ 91][163]=30604241434363726
[109455][ 91][164]=30604241436141504
[109456][ 91][165]=30604241436141506
[109457][ 91][166]=30604241436141524
[109458][ 91][167]=30604241436141526
[109459][ 91][168]=30604241436141704
[109460][ 91][169]=30604241436141706
[109461][ 91][170]=30604241436141724
[109462][ 91][171]=30604241436141726
[109463][ 91][172]=30604241436143504
[109464][ 91][173]=30604241436143506
[109465][ 91][174]=30604241436143524
[109466][ 91][175]=30604241436143526
[109467][ 91][176]=30604241436143704
[109468][ 91][177]=30604241436143706
[109469][ 91][178]=30604241436143724
[109470][ 91][179]=30604241436143726
[109471][ 91][180]=30604241436161504
[109472][ 91][181]=30604241436161506
[109473][ 91][182]=30604241436161524
[109474][ 91][183]=30604241436161526
[109475][ 91][184]=30604241436161704
[109476][ 91][185]=30604241436161706
[109477][ 91][186]=30604241436161724
[109478][ 91][187]=30604241436161726
[109479][ 91][188]=30604241436163504
[109480][ 91][189]=30604241436163506
[109481][ 91][190]=30604241436163524
[109482][ 91][191]=30604241436163526
[109483][ 91][192]=30604241436163704
[109484][ 91][193]=30604241436163706
[109485][ 91][194]=30604241436163724
[109486][ 91][195]=30604241436163726
[109487][ 91][196]=30604241436341504
[109488][ 91][197]=30604241436341506
[109489][ 91][198]=30604241436341524
[109490][ 91][199]=30604241436341526
[109491][ 91][200]=30604241436341704
[109492][ 91][201]=30604241436341706
[109493][ 91][202]=30604241436341724
[109494][ 91][203]=30604241436341726
[109495][ 91][204]=30604241436343504
[109496][ 91][205]=30604241436343506
[109497][ 91][206]=30604241436343524
[109498][ 91][207]=30604241436343526
[109499][ 91][208]=30604241436343704
[109500][ 91][209]=30604241436343706
[109501][ 91][210]=30604241436343724
[109502][ 91][211]=30604241436343726
[109503][ 91][212]=30604241436361504
[109504][ 91][213]=30604241436361506
[109505][ 91][214]=30604241436361524
[109506][ 91][215]=30604241436361526
[109507][ 91][216]=30604241436361704
[109508][ 91][217]=30604241436361706
[109509][ 91][218]=30604241436361724
[109510][ 91][219]=30604241436361726
[109511][ 91][220]=30604241436363504
[109512][ 91][221]=30604241436363506
[109513][ 91][222]=30604241436363524
[109514][ 91][223]=30604241436363526
[109515][ 91][224]=30604241436363704
[109516][ 91][225]=30604241436363706
[109517][ 91][226]=30604241436363724
[109518][ 91][227]=30604241436363726
[110592][ 92][100]=30604241434141505
[110593][ 92][101]=30604241434141507
[110594][ 92][102]=30604241434141525
[110595][ 92][103]=30604241434141527
[110596][ 92][104]=30604241434141705
[110597][ 92][105]=30604241434141707
[110598][ 92][106]=30604241434141725
[110599][ 92][107]=30604241434141727
[110600][ 92][108]=30604241434143505
[110601][ 92][109]=30604241434143507
[110602][ 92][110]=30604241434143525
[110603][ 92][111]=30604241434143527
[110604][ 92][112]=30604241434143705
[110605][ 92][113]=30604241434143707
[110606][ 92][114]=30604241434143725
[110607][ 92][115]=30604241434143727
[110608][ 92][116]=30604241434161505
[110609][ 92][117]=30604241434161507
[110610][ 92][118]=30604241434161525
[110611][ 92][119]=30604241434161527
[110612][ 92][120]=30604241434161705
[110613][ 92][121]=30604241434161707
[110614][ 92][122]=30604241434161725
[110615][ 92][123]=30604241434161727
[110616][ 92][124]=30604241434163505
[110617][ 92][125]=30604241434163507
[110618][ 92][126]=30604241434163525
[110619][ 92][127]=30604241434163527
[110620][ 92][128]=30604241434163705
[110621][ 92][129]=30604241434163707
[110622][ 92][130]=30604241434163725
[110623][ 92][131]=30604241434163727
[110624][ 92][132]=30604241434341505
[110625][ 92][133]=30604241434341507
[110626][ 92][134]=30604241434341525
[110627][ 92][135]=30604241434341527
[110628][ 92][136]=30604241434341705
[110629][ 92][137]=30604241434341707
[110630][ 92][138]=30604241434341725
[110631][ 92][139]=30604241434341727
[110632][ 92][140]=30604241434343505
[110633][ 92][141]=30604241434343507
[110634][ 92][142]=30604241434343525
[110635][ 92][143]=30604241434343527
[110636][ 92][144]=30604241434343705
[110637][ 92][145]=30604241434343707
[110638][ 92][146]=30604241434343725
[110639][ 92][147]=30604241434343727
[110640][ 92][148]=30604241434361505
[110641][ 92][149]=30604241434361507
[110642][ 92][150]=30604241434361525
[110643][ 92][151]=30604241434361527
[110644][ 92][152]=30604241434361705
[110645][ 92][153]=30604241434361707
[110646][ 92][154]=30604241434361725
[110647][ 92][155]=30604241434361727
[110648][ 92][156]=30604241434363505
[110649][ 92][157]=30604241434363507
[110650][ 92][158]=30604241434363525
[110651][ 92][159]=30604241434363527
[110652][ 92][160]=30604241434363705
[110653][ 92][161]=30604241434363707
[110654][ 92][162]=30604241434363725
[110655][ 92][163]=30604241434363727
[110656][ 92][164]=30604241436141505
[110657][ 92][165]=30604241436141507
[110658][ 92][166]=30604241436141525
[110659][ 92][167]=30604241436141527
[110660][ 92][168]=30604241436141705
[110661][ 92][169]=30604241436141707
[110662][ 92][170]=30604241436141725
[110663][ 92][171]=30604241436141727
[110664][ 92][172]=30604241436143505
[110665][ 92][173]=30604241436143507
[110666][ 92][174]=30604241436143525
[110667][ 92][175]=30604241436143527
[110668][ 92][176]=30604241436143705
[110669][ 92][177]=30604241436143707
[110670][ 92][178]=30604241436143725
[110671][ 92][179]=30604241436143727
[110672][ 92][180]=30604241436161505
[110673][ 92][181]=30604241436161507
[110674][ 92][182]=30604241436161525
[110675][ 92][183]=30604241436161527
[110676][ 92][184]=30604241436161705
[110677][ 92][185]=30604241436161707
[110678][ 92][186]=30604241436161725
[110679][ 92][187]=30604241436161727
[110680][ 92][188]=30604241436163505
[110681][ 92][189]=30604241436163507
[110682][ 92][190]=30604241436163525
[110683][ 92][191]=30604241436163527
[110684][ 92][192]=30604241436163705
[110685][ 92][193]=30604241436163707
[110686][ 92][194]=30604241436163725
[110687][ 92][195]=30604241436163727
[110688][ 92][196]=30604241436341505
[110689][ 92][197]=30604241436341507
[110690][ 92][198]=30604241436341525
[110691][ 92][199]=30604241436341527
[110692][ 92][200]=30604241436341705
[110693][ 92][201]=30604241436341707
[110694][ 92][202]=30604241436341725
[110695][ 92][203]=30604241436341727
[110696][ 92][204]=30604241436343505
[110697][ 92][205]=30604241436343507
[110698][ 92][206]=30604241436343525
[110699][ 92][207]=30604241436343527
[110700][ 92][208]=30604241436343705
[110701][ 92][209]=30604241436343707
[110702][ 92][210]=30604241436343725
[110703][ 92][211]=30604241436343727
[110704][ 92][212]=30604241436361505
[110705][ 92][213]=30604241436361507
[110706][ 92][214]=30604241436361525
[110707][ 92][215]=30604241436361527
[110708][ 92][216]=30604241436361705
[110709][ 92][217]=30604241436361707
[110710][ 92][218]=30604241436361725
[110711][ 92][219]=30604241436361727
[110712][ 92][220]=30604241436363505
[110713][ 92][221]=30604241436363507
