[363903][303][  0]=30604241514062604
[395168][329][ 39]=30604241516051436
[395169][329][ 40]=30604241516051614
[395170][329][ 41]=30604241516051616
[395171][329][ 42]=30604241516051634
[395172][329][ 43]=30604241516051636
[395173][329][ 44]=30604241516053414
[395174][329][ 45]=30604241516053416
[395175][329][ 46]=30604241516053434
[395176][329][ 47]=30604241516053436
[395177][329][ 48]=30604241516053614
[395178][329][ 49]=30604241516053616
[395179][329][ 50]=30604241516053634
[395180][329][ 51]=30604241516053636
[395181][329][ 52]=30604241516071414
[395182][329][ 53]=30604241516071416
[395183][329][ 54]=30604241516071434
[395184][329][ 55]=30604241516071436
[395185][329][ 56]=30604241516071614
[395186][329][ 57]=30604241516071616
[395187][329][ 58]=30604241516071634
[395188][329][ 59]=30604241516071636
[395189][329][ 60]=30604241516073414
[395190][329][ 61]=30604241516073416
[395191][329][ 62]=30604241516073434
[395192][329][ 63]=30604241516073436
[395193][329][ 64]=30604241516073614
[395194][329][ 65]=30604241516073616
[395195][329][ 66]=30604241516073634
[395196][329][ 67]=30604241516073636
[395197][329][ 68]=30604241516251414
[395198][329][ 69]=30604241516251416
[395199][329][ 70]=30604241516251434
[395200][329][ 71]=30604241516251436
[395201][329][ 72]=30604241516251614
[395202][329][ 73]=30604241516251616
[395203][329][ 74]=30604241516251634
[395204][329][ 75]=30604241516251636
[395205][329][ 76]=30604241516253414
[395206][329][ 77]=30604241516253416
[395207][329][ 78]=30604241516253434
[395208][329][ 79]=30604241516253436
[395209][329][ 80]=30604241516253614
[395210][329][ 81]=30604241516253616
[395211][329][ 82]=30604241516253634
[395212][329][ 83]=30604241516253636
[395213][329][ 84]=30604241516271414
[395214][329][ 85]=30604241516271416
[395215][329][ 86]=30604241516271434
[395216][329][ 87]=30604241516271436
[395217][329][ 88]=30604241516271614
[395218][329][ 89]=30604241516271616
[395219][329][ 90]=30604241516271634
[395220][329][ 91]=30604241516271636
[395221][329][ 92]=30604241516273414
[395222][329][ 93]=30604241516273416
[395223][329][ 94]=30604241516273434
[395224][329][ 95]=30604241516273436
[395225][329][ 96]=30604241516273614
[395226][329][ 97]=30604241516273616
[395227][329][ 98]=30604241516273634
[395228][329][ 99]=30604241516273636
[396330][330][  0]=30604241514073615
[396331][330][  1]=30604241514073617
[396332][330][  2]=30604241514073635
[396333][330][  3]=30604241514073637
[396334][330][  4]=30604241514251415
[396335][330][  5]=30604241514251417
[396336][330][  6]=30604241514251435
[396337][330][  7]=30604241514251437
[396338][330][  8]=30604241514251615
[396339][330][  9]=30604241514251617
[396340][330][ 10]=30604241514251635
[396341][330][ 11]=30604241514251637
[396342][330][ 12]=30604241514253415
[396343][330][ 13]=30604241514253417
[396344][330][ 14]=30604241514253435
[396345][330][ 15]=30604241514253437
[396346][330][ 16]=30604241514253615
[396347][330][ 17]=30604241514253617
[396348][330][ 18]=30604241514253635
[396349][330][ 19]=30604241514253637
[396350][330][ 20]=30604241514271415
[396351][330][ 21]=30604241514271417
[396352][330][ 22]=30604241514271435
[396353][330][ 23]=30604241514271437
[396354][330][ 24]=30604241514271615
[396355][330][ 25]=30604241514271617
[396356][330][ 26]=30604241514271635
[396357][330][ 27]=30604241514271637
[396358][330][ 28]=30604241514273415
[396359][330][ 29]=30604241514273417
[396360][330][ 30]=30604241514273435
[396361][330][ 31]=30604241514273437
[396362][330][ 32]=30604241514273615
[396363][330][ 33]=30604241514273617
[396364][330][ 34]=30604241514273635
[396365][330][ 35]=30604241514273637
[396366][330][ 36]=30604241516051415
[396367][330][ 37]=30604241516051417
[396368][330][ 38]=30604241516051435
[396369][330][ 39]=30604241516051437
[396370][330][ 40]=30604241516051615
[396371][330][ 41]=30604241516051617
[396372][330][ 42]=30604241516051635
[396373][330][ 43]=30604241516051637
[396374][330][ 44]=30604241516053415
[396375][330][ 45]=30604241516053417
[396376][330][ 46]=30604241516053435
[396377][330][ 47]=30604241516053437
[396378][330][ 48]=30604241516053615
[396379][330][ 49]=30604241516053617
[396380][330][ 50]=30604241516053635
[396381][330][ 51]=30604241516053637
[396382][330][ 52]=30604241516071415
[396383][330][ 53]=30604241516071417
[396384][330][ 54]=30604241516071435
[396385][330][ 55]=30604241516071437
[396386][330][ 56]=30604241516071615
[396387][330][ 57]=30604241516071617
[396388][330][ 58]=30604241516071635
[396389][330][ 59]=30604241516071637
[396390][330][ 60]=30604241516073415
[396391][330][ 61]=30604241516073417
[396392][330][ 62]=30604241516073435
[396393][330][ 63]=30604241516073437
[396394][330][ 64]=30604241516073615
[396395][330][ 65]=30604241516073617
[396396][330][ 66]=30604241516073635
[396397][330][ 67]=30604241516073637
[396398][330][ 68]=30604241516251415
[396399][330][ 69]=30604241516251417
[396400][330][ 70]=30604241516251435
[396401][330][ 71]=30604241516251437
[396402][330][ 72]=30604241516251615
[396403][330][ 73]=30604241516251617
[396404][330][ 74]=30604241516251635
[396405][330][ 75]=30604241516251637
[396406][330][ 76]=30604241516253415
[396407][330][ 77]=30604241516253417
[396408][330][ 78]=30604241516253435
[396409][330][ 79]=30604241516253437
[396410][330][ 80]=30604241516253615
[396411][330][ 81]=30604241516253617
[396412][330][ 82]=30604241516253635
[396413][330][ 83]=30604241516253637
[396414][330][ 84]=30604241516271415
[396415][330][ 85]=30604241516271417
[396416][330][ 86]=30604241516271435
[396417][330][ 87]=30604241516271437
[396418][330][ 88]=30604241516271615
[396419][330][ 89]=30604241516271617
[396420][330][ 90]=30604241516271635
[396421][330][ 91]=30604241516271637
[396422][330][ 92]=30604241516273415
[396423][330][ 93]=30604241516273417
[396424][330][ 94]=30604241516273435
[396425][330][ 95]=30604241516273437
[396426][330][ 96]=30604241516273615
[396427][330][ 97]=30604241516273617
[396428][330][ 98]=30604241516273635
[396429][330][ 99]=30604241516273637
[397531][331][  0]=30604241514073704
[397532][331][  1]=30604241514073706
[397533][331][  2]=30604241514073724
[397534][331][  3]=30604241514073726
[397535][331][  4]=30604241514251504
[397536][331][  5]=30604241514251506
[397537][331][  6]=30604241514251524
[397538][331][  7]=30604241514251526
[397539][331][  8]=30604241514251704
[397540][331][  9]=30604241514251706
[397541][331][ 10]=30604241514251724
[397542][331][ 11]=30604241514251726
[397543][331][ 12]=30604241514253504
[397544][331][ 13]=30604241514253506
[397545][331][ 14]=30604241514253524
[397546][331][ 15]=30604241514253526
[397547][331][ 16]=30604241514253704
[397548][331][ 17]=30604241514253706
[397549][331][ 18]=30604241514253724
[397550][331][ 19]=30604241514253726
[397551][331][ 20]=30604241514271504
[397552][331][ 21]=30604241514271506
[397553][331][ 22]=30604241514271524
[397554][331][ 23]=30604241514271526
[397555][331][ 24]=30604241514271704
[397556][331][ 25]=30604241514271706
[397557][331][ 26]=30604241514271724
[397558][331][ 27]=30604241514271726
[397559][331][ 28]=30604241514273504
[397560][331][ 29]=30604241514273506
[397561][331][ 30]=30604241514273524
[397562][331][ 31]=30604241514273526
[397563][331][ 32]=30604241514273704
[397564][331][ 33]=30604241514273706
[397565][331][ 34]=30604241514273724
[397566][331][ 35]=30604241514273726
[397567][331][ 36]=30604241516051504
[397568][331][ 37]=30604241516051506
[397569][331][ 38]=30604241516051524
[397570][331][ 39]=30604241516051526
[397571][331][ 40]=30604241516051704
[397572][331][ 41]=30604241516051706
[397573][331][ 42]=30604241516051724
[397574][331][ 43]=30604241516051726
[397575][331][ 44]=30604241516053504
[397576][331][ 45]=30604241516053506
[397577][331][ 46]=30604241516053524
[397578][331][ 47]=30604241516053526
[397579][331][ 48]=30604241516053704
[397580][331][ 49]=30604241516053706
[397581][331][ 50]=30604241516053724
[397582][331][ 51]=30604241516053726
[397583][331][ 52]=30604241516071504
[397584][331][ 53]=30604241516071506
[397585][331][ 54]=30604241516071524
[397586][331][ 55]=30604241516071526
[397587][331][ 56]=30604241516071704
[397588][331][ 57]=30604241516071706
[397589][331][ 58]=30604241516071724
[397590][331][ 59]=30604241516071726
[397591][331][ 60]=30604241516073504
[397592][331][ 61]=30604241516073506
[397593][331][ 62]=30604241516073524
[397594][331][ 63]=30604241516073526
[397595][331][ 64]=30604241516073704
[397596][331][ 65]=30604241516073706
[397597][331][ 66]=30604241516073724
[397598][331][ 67]=30604241516073726
[397599][331][ 68]=30604241516251504
[397600][331][ 69]=30604241516251506
[397601][331][ 70]=30604241516251524
[397602][331][ 71]=30604241516251526
[397603][331][ 72]=30604241516251704
[397604][331][ 73]=30604241516251706
[397605][331][ 74]=30604241516251724
[397606][331][ 75]=30604241516251726
[397607][331][ 76]=30604241516253504
[397608][331][ 77]=30604241516253506
[397609][331][ 78]=30604241516253524
[397610][331][ 79]=30604241516253526
[397611][331][ 80]=30604241516253704
[397612][331][ 81]=30604241516253706
[397613][331][ 82]=30604241516253724
[397614][331][ 83]=30604241516253726
[397615][331][ 84]=30604241516271504
[397616][331][ 85]=30604241516271506
[397617][331][ 86]=30604241516271524
[397618][331][ 87]=30604241516271526
[397619][331][ 88]=30604241516271704
[397620][331][ 89]=30604241516271706
[397621][331][ 90]=30604241516271724
[397622][331][ 91]=30604241516271726
[397623][331][ 92]=30604241516273504
[397624][331][ 93]=30604241516273506
[397625][331][ 94]=30604241516273524
[397626][331][ 95]=30604241516273526
[397627][331][ 96]=30604241516273704
[397628][331][ 97]=30604241516273706
[397629][331][ 98]=30604241516273724
[397630][331][ 99]=30604241516273726
[398732][332][  0]=30604241514073705
[398733][332][  1]=30604241514073707
[398734][332][  2]=30604241514073725
[398735][332][  3]=30604241514073727
[398736][332][  4]=30604241514251505
[398737][332][  5]=30604241514251507
[398738][332][  6]=30604241514251525
[398739][332][  7]=30604241514251527
[398740][332][  8]=30604241514251705
[398741][332][  9]=30604241514251707
[398742][332][ 10]=30604241514251725
[398743][332][ 11]=30604241514251727
[398744][332][ 12]=30604241514253505
[398745][332][ 13]=30604241514253507
[398746][332][ 14]=30604241514253525
[398747][332][ 15]=30604241514253527
[398748][332][ 16]=30604241514253705
[398749][332][ 17]=30604241514253707
[398750][332][ 18]=30604241514253725
[398751][332][ 19]=30604241514253727
[398752][332][ 20]=30604241514271505
[398753][332][ 21]=30604241514271507
[398754][332][ 22]=30604241514271525
[398755][332][ 23]=30604241514271527
[398756][332][ 24]=30604241514271705
[398757][332][ 25]=30604241514271707
[398758][332][ 26]=30604241514271725
[398759][332][ 27]=30604241514271727
[398760][332][ 28]=30604241514273505
[398761][332][ 29]=30604241514273507
[398762][332][ 30]=30604241514273525
[398763][332][ 31]=30604241514273527
[398764][332][ 32]=30604241514273705
[398765][332][ 33]=30604241514273707
[398766][332][ 34]=30604241514273725
[398767][332][ 35]=30604241514273727
[398768][332][ 36]=30604241516051505
[398769][332][ 37]=30604241516051507
[398770][332][ 38]=30604241516051525
[398771][332][ 39]=30604241516051527
[398772][332][ 40]=30604241516051705
[398773][332][ 41]=30604241516051707
[398774][332][ 42]=30604241516051725
[398775][332][ 43]=30604241516051727
[398776][332][ 44]=30604241516053505
[398777][332][ 45]=30604241516053507
[398778][332][ 46]=30604241516053525
[398779][332][ 47]=30604241516053527
[398780][332][ 48]=30604241516053705
[398781][332][ 49]=30604241516053707
[398782][332][ 50]=30604241516053725
[398783][332][ 51]=30604241516053727
[398784][332][ 52]=30604241516071505
[398785][332][ 53]=30604241516071507
[398786][332][ 54]=30604241516071525
[398787][332][ 55]=30604241516071527
[398788][332][ 56]=30604241516071705
[398789][332][ 57]=30604241516071707
[398790][332][ 58]=30604241516071725
[398791][332][ 59]=30604241516071727
[398792][332][ 60]=30604241516073505
[398793][332][ 61]=30604241516073507
[398794][332][ 62]=30604241516073525
[398795][332][ 63]=30604241516073527
[398796][332][ 64]=30604241516073705
[398797][332][ 65]=30604241516073707
[398798][332][ 66]=30604241516073725
[398799][332][ 67]=30604241516073727
[398800][332][ 68]=30604241516251505
[398801][332][ 69]=30604241516251507
[398802][332][ 70]=30604241516251525
[398803][332][ 71]=30604241516251527
[398804][332][ 72]=30604241516251705
[398805][332][ 73]=30604241516251707
[398806][332][ 74]=30604241516251725
[398807][332][ 75]=30604241516251727
[398808][332][ 76]=30604241516253505
[398809][332][ 77]=30604241516253507
[398810][332][ 78]=30604241516253525
[398811][332][ 79]=30604241516253527
[398812][332][ 80]=30604241516253705
[398813][332][ 81]=30604241516253707
[398814][332][ 82]=30604241516253725
[398815][332][ 83]=30604241516253727
[398816][332][ 84]=30604241516271505
[398817][332][ 85]=30604241516271507
[398818][332][ 86]=30604241516271525
[398819][332][ 87]=30604241516271527
[398820][332][ 88]=30604241516271705
[398821][332][ 89]=30604241516271707
[398822][332][ 90]=30604241516271725
[398823][332][ 91]=30604241516271727
[398824][332][ 92]=30604241516273505
[398825][332][ 93]=30604241516273507
[398826][332][ 94]=30604241516273525
[398827][332][ 95]=30604241516273527
[398828][332][ 96]=30604241516273705
[398829][332][ 97]=30604241516273707
[398830][332][ 98]=30604241516273725
[398831][332][ 99]=30604241516273727
[399933][333][  0]=30604241514073714
[399934][333][  1]=30604241514073716
[399935][333][  2]=30604241514073734
[399936][333][  3]=30604241514073736
[399937][333][  4]=30604241514251514
[399938][333][  5]=30604241514251516
[399939][333][  6]=30604241514251534
[399940][333][  7]=30604241514251536
[399941][333][  8]=30604241514251714
[399942][333][  9]=30604241514251716
[399943][333][ 10]=30604241514251734
[399944][333][ 11]=30604241514251736
[399945][333][ 12]=30604241514253514
[399946][333][ 13]=30604241514253516
[399947][333][ 14]=30604241514253534
[399948][333][ 15]=30604241514253536
[399949][333][ 16]=30604241514253714
[399950][333][ 17]=30604241514253716
[399951][333][ 18]=30604241514253734
[399952][333][ 19]=30604241514253736
[399953][333][ 20]=30604241514271514
[399954][333][ 21]=30604241514271516
[399955][333][ 22]=30604241514271534
[399956][333][ 23]=30604241514271536
[399957][333][ 24]=30604241514271714
[399958][333][ 25]=30604241514271716
[399959][333][ 26]=30604241514271734
[399960][333][ 27]=30604241514271736
[399961][333][ 28]=30604241514273514
[399962][333][ 29]=30604241514273516
[399963][333][ 30]=30604241514273534
[399964][333][ 31]=30604241514273536
[399965][333][ 32]=30604241514273714
[399966][333][ 33]=30604241514273716
[399967][333][ 34]=30604241514273734
[399968][333][ 35]=30604241514273736
[399969][333][ 36]=30604241516051514
[399970][333][ 37]=30604241516051516
[399971][333][ 38]=30604241516051534
[399972][333][ 39]=30604241516051536
[399973][333][ 40]=30604241516051714
[399974][333][ 41]=30604241516051716
[399975][333][ 42]=30604241516051734
[399976][333][ 43]=30604241516051736
[399977][333][ 44]=30604241516053514
[399978][333][ 45]=30604241516053516
[399979][333][ 46]=30604241516053534
[399980][333][ 47]=30604241516053536
[399981][333][ 48]=30604241516053714
[399982][333][ 49]=30604241516053716
[399983][333][ 50]=30604241516053734
[399984][333][ 51]=30604241516053736
[399985][333][ 52]=30604241516071514
[399986][333][ 53]=30604241516071516
[399987][333][ 54]=30604241516071534
[399988][333][ 55]=30604241516071536
[399989][333][ 56]=30604241516071714
[399990][333][ 57]=30604241516071716
[399991][333][ 58]=30604241516071734
[399992][333][ 59]=30604241516071736
[399993][333][ 60]=30604241516073514
[399994][333][ 61]=30604241516073516
[399995][333][ 62]=30604241516073534
[399996][333][ 63]=30604241516073536
[399997][333][ 64]=30604241516073714
[399998][333][ 65]=30604241516073716
[399999][333][ 66]=30604241516073734
[400000][333][ 67]=30604241516073736
[400001][333][ 68]=30604241516251514
[400002][333][ 69]=30604241516251516
[400003][333][ 70]=30604241516251534
[400004][333][ 71]=30604241516251536
[400005][333][ 72]=30604241516251714
[400006][333][ 73]=30604241516251716
[400007][333][ 74]=30604241516251734
[400008][333][ 75]=30604241516251736
[400009][333][ 76]=30604241516253514
[400010][333][ 77]=30604241516253516
[400011][333][ 78]=30604241516253534
[400012][333][ 79]=30604241516253536
[400013][333][ 80]=30604241516253714
[400014][333][ 81]=30604241516253716
[400015][333][ 82]=30604241516253734
[400016][333][ 83]=30604241516253736
[400017][333][ 84]=30604241516271514
[400018][333][ 85]=30604241516271516
[400019][333][ 86]=30604241516271534
[400020][333][ 87]=30604241516271536
[400021][333][ 88]=30604241516271714
[400022][333][ 89]=30604241516271716
[400023][333][ 90]=30604241516271734
[400024][333][ 91]=30604241516271736
[400025][333][ 92]=30604241516273514
[400026][333][ 93]=30604241516273516
[400027][333][ 94]=30604241516273534
[400028][333][ 95]=30604241516273536
[400029][333][ 96]=30604241516273714
[400030][333][ 97]=30604241516273716
[400031][333][ 98]=30604241516273734
[400032][333][ 99]=30604241516273736
[401134][334][  0]=30604241514073715
[401135][334][  1]=30604241514073717
[401136][334][  2]=30604241514073735
[401137][334][  3]=30604241514073737
[401138][334][  4]=30604241514251515
[401139][334][  5]=30604241514251517
[401140][334][  6]=30604241514251535
[401141][334][  7]=30604241514251537
[401142][334][  8]=30604241514251715
[401143][334][  9]=30604241514251717
[401144][334][ 10]=30604241514251735
[401145][334][ 11]=30604241514251737
[401146][334][ 12]=30604241514253515
[401147][334][ 13]=30604241514253517
[401148][334][ 14]=30604241514253535
[401149][334][ 15]=30604241514253537
[401150][334][ 16]=30604241514253715
[401151][334][ 17]=30604241514253717
[401152][334][ 18]=30604241514253735
[401153][334][ 19]=30604241514253737
[401154][334][ 20]=30604241514271515
[401155][334][ 21]=30604241514271517
[401156][334][ 22]=30604241514271535
[401157][334][ 23]=30604241514271537
[401158][334][ 24]=30604241514271715
[401159][334][ 25]=30604241514271717
[401160][334][ 26]=30604241514271735
[401161][334][ 27]=30604241514271737
[401162][334][ 28]=30604241514273515
[401163][334][ 29]=30604241514273517
[401164][334][ 30]=30604241514273535
[401165][334][ 31]=30604241514273537
[401166][334][ 32]=30604241514273715
[401167][334][ 33]=30604241514273717
[401168][334][ 34]=30604241514273735
[401169][334][ 35]=30604241514273737
[401170][334][ 36]=30604241516051515
[401171][334][ 37]=30604241516051517
[401172][334][ 38]=30604241516051535
[401173][334][ 39]=30604241516051537
[401174][334][ 40]=30604241516051715
[401175][334][ 41]=30604241516051717
[401176][334][ 42]=30604241516051735
[401177][334][ 43]=30604241516051737
[401178][334][ 44]=30604241516053515
[401179][334][ 45]=30604241516053517
[401180][334][ 46]=30604241516053535
[401181][334][ 47]=30604241516053537
[401182][334][ 48]=30604241516053715
[401183][334][ 49]=30604241516053717
[401184][334][ 50]=30604241516053735
[401185][334][ 51]=30604241516053737
[401186][334][ 52]=30604241516071515
[401187][334][ 53]=30604241516071517
[401188][334][ 54]=30604241516071535
[401189][334][ 55]=30604241516071537
[401190][334][ 56]=30604241516071715
[401191][334][ 57]=30604241516071717
[401192][334][ 58]=30604241516071735
[401193][334][ 59]=30604241516071737
[401194][334][ 60]=30604241516073515
[401195][334][ 61]=30604241516073517
[401196][334][ 62]=30604241516073535
[401197][334][ 63]=30604241516073537
[401198][334][ 64]=30604241516073715
[401199][334][ 65]=30604241516073717
[401200][334][ 66]=30604241516073735
[401201][334][ 67]=30604241516073737
[401202][334][ 68]=30604241516251515
[401203][334][ 69]=30604241516251517
[401204][334][ 70]=30604241516251535
[401205][334][ 71]=30604241516251537
[401206][334][ 72]=30604241516251715
[401207][334][ 73]=30604241516251717
[401208][334][ 74]=30604241516251735
[401209][334][ 75]=30604241516251737
[401210][334][ 76]=30604241516253515
[401211][334][ 77]=30604241516253517
[401212][334][ 78]=30604241516253535
[401213][334][ 79]=30604241516253537
[401214][334][ 80]=30604241516253715
[401215][334][ 81]=30604241516253717
[401216][334][ 82]=30604241516253735
[401217][334][ 83]=30604241516253737
[401218][334][ 84]=30604241516271515
[401219][334][ 85]=30604241516271517
[401220][334][ 86]=30604241516271535
[401221][334][ 87]=30604241516271537
[401222][334][ 88]=30604241516271715
[401223][334][ 89]=30604241516271717
[401224][334][ 90]=30604241516271735
[401225][334][ 91]=30604241516271737
[401226][334][ 92]=30604241516273515
[401227][334][ 93]=30604241516273517
[401228][334][ 94]=30604241516273535
[401229][334][ 95]=30604241516273537
[401230][334][ 96]=30604241516273715
[401231][334][ 97]=30604241516273717
[401232][334][ 98]=30604241516273735
[401233][334][ 99]=30604241516273737
[402335][335][  0]=30604241514162604
[402336][335][  1]=30604241514162606
[402337][335][  2]=30604241514162624
[402338][335][  3]=30604241514162626
[402339][335][  4]=30604241514340404
[402340][335][  5]=30604241514340406
[402341][335][  6]=30604241514340424
[402342][335][  7]=30604241514340426
[402343][335][  8]=30604241514340604
[402344][335][  9]=30604241514340606
[402345][335][ 10]=30604241514340624
[402346][335][ 11]=30604241514340626
[402347][335][ 12]=30604241514342404
[402348][335][ 13]=30604241514342406
[402349][335][ 14]=30604241514342424
[402350][335][ 15]=30604241514342426
[402351][335][ 16]=30604241514342604
[402352][335][ 17]=30604241514342606
[402353][335][ 18]=30604241514342624
[402354][335][ 19]=30604241514342626
[402355][335][ 20]=30604241514360404
[402356][335][ 21]=30604241514360406
[402357][335][ 22]=30604241514360424
[402358][335][ 23]=30604241514360426
[402359][335][ 24]=30604241514360604
[402360][335][ 25]=30604241514360606
[402361][335][ 26]=30604241514360624
[402362][335][ 27]=30604241514360626
[402363][335][ 28]=30604241514362404
[402364][335][ 29]=30604241514362406
[402365][335][ 30]=30604241514362424
[402366][335][ 31]=30604241514362426
[402367][335][ 32]=30604241514362604
[402368][335][ 33]=30604241514362606
[402369][335][ 34]=30604241514362624
[402370][335][ 35]=30604241514362626
[402371][335][ 36]=30604241516140404
[402372][335][ 37]=30604241516140406
[402373][335][ 38]=30604241516140424
[402374][335][ 39]=30604241516140426
[402375][335][ 40]=30604241516140604
[402376][335][ 41]=30604241516140606
[402377][335][ 42]=30604241516140624
[402378][335][ 43]=30604241516140626
[402379][335][ 44]=30604241516142404
[402380][335][ 45]=30604241516142406
[402381][335][ 46]=30604241516142424
[402382][335][ 47]=30604241516142426
[402383][335][ 48]=30604241516142604
[402384][335][ 49]=30604241516142606
[402385][335][ 50]=30604241516142624
[402386][335][ 51]=30604241516142626
[402387][335][ 52]=30604241516160404
[402388][335][ 53]=30604241516160406
[402389][335][ 54]=30604241516160424
[402390][335][ 55]=30604241516160426
[402391][335][ 56]=30604241516160604
[402392][335][ 57]=30604241516160606
[402393][335][ 58]=30604241516160624
[402394][335][ 59]=30604241516160626
[402395][335][ 60]=30604241516162404
[402396][335][ 61]=30604241516162406
[402397][335][ 62]=30604241516162424
[402398][335][ 63]=30604241516162426
[402399][335][ 64]=30604241516162604
[402400][335][ 65]=30604241516162606
[402401][335][ 66]=30604241516162624
[402402][335][ 67]=30604241516162626
[402403][335][ 68]=30604241516340404
[402404][335][ 69]=30604241516340406
[402405][335][ 70]=30604241516340424
[402406][335][ 71]=30604241516340426
[402407][335][ 72]=30604241516340604
[402408][335][ 73]=30604241516340606
[402409][335][ 74]=30604241516340624
[402410][335][ 75]=30604241516340626
[402411][335][ 76]=30604241516342404
[402412][335][ 77]=30604241516342406
[402413][335][ 78]=30604241516342424
[402414][335][ 79]=30604241516342426
[402415][335][ 80]=30604241516342604
[402416][335][ 81]=30604241516342606
[402417][335][ 82]=30604241516342624
[402418][335][ 83]=30604241516342626
[402419][335][ 84]=30604241516360404
[402420][335][ 85]=30604241516360406
[402421][335][ 86]=30604241516360424
[402422][335][ 87]=30604241516360426
[402423][335][ 88]=30604241516360604
[402424][335][ 89]=30604241516360606
[402425][335][ 90]=30604241516360624
[402426][335][ 91]=30604241516360626
[402427][335][ 92]=30604241516362404
[402428][335][ 93]=30604241516362406
[402429][335][ 94]=30604241516362424
[402430][335][ 95]=30604241516362426
[402431][335][ 96]=30604241516362604
[402432][335][ 97]=30604241516362606
[402433][335][ 98]=30604241516362624
[402434][335][ 99]=30604241516362626
[403536][336][  0]=30604241514162605
[403537][336][  1]=30604241514162607
[403538][336][  2]=30604241514162625
[403539][336][  3]=30604241514162627
[403540][336][  4]=30604241514340405
[403541][336][  5]=30604241514340407
[403542][336][  6]=30604241514340425
[403543][336][  7]=30604241514340427
[403544][336][  8]=30604241514340605
[403545][336][  9]=30604241514340607
[403546][336][ 10]=30604241514340625
[403547][336][ 11]=30604241514340627
[403548][336][ 12]=30604241514342405
[403549][336][ 13]=30604241514342407
[403550][336][ 14]=30604241514342425
[403551][336][ 15]=30604241514342427
[403552][336][ 16]=30604241514342605
[403553][336][ 17]=30604241514342607
[403554][336][ 18]=30604241514342625
[403555][336][ 19]=30604241514342627
[403556][336][ 20]=30604241514360405
[403557][336][ 21]=30604241514360407
[403558][336][ 22]=30604241514360425
[403559][336][ 23]=30604241514360427
[403560][336][ 24]=30604241514360605
[403561][336][ 25]=30604241514360607
[403562][336][ 26]=30604241514360625
[403563][336][ 27]=30604241514360627
[403564][336][ 28]=30604241514362405
[403565][336][ 29]=30604241514362407
[403566][336][ 30]=30604241514362425
[403567][336][ 31]=30604241514362427
[403568][336][ 32]=30604241514362605
[403569][336][ 33]=30604241514362607
[403570][336][ 34]=30604241514362625
[403571][336][ 35]=30604241514362627
[403572][336][ 36]=30604241516140405
[403573][336][ 37]=30604241516140407
[403574][336][ 38]=30604241516140425
[403575][336][ 39]=30604241516140427
[403576][336][ 40]=30604241516140605
[403577][336][ 41]=30604241516140607
[403578][336][ 42]=30604241516140625
[403579][336][ 43]=30604241516140627
[403580][336][ 44]=30604241516142405
[403581][336][ 45]=30604241516142407
[403582][336][ 46]=30604241516142425
[403583][336][ 47]=30604241516142427
[403584][336][ 48]=30604241516142605
[403585][336][ 49]=30604241516142607
[403586][336][ 50]=30604241516142625
[403587][336][ 51]=30604241516142627
[403588][336][ 52]=30604241516160405
[403589][336][ 53]=30604241516160407
[403590][336][ 54]=30604241516160425
[403591][336][ 55]=30604241516160427
[403592][336][ 56]=30604241516160605
[403593][336][ 57]=30604241516160607
[403594][336][ 58]=30604241516160625
[403595][336][ 59]=30604241516160627
[403596][336][ 60]=30604241516162405
[403597][336][ 61]=30604241516162407
[403598][336][ 62]=30604241516162425
[403599][336][ 63]=30604241516162427
[403600][336][ 64]=30604241516162605
[403601][336][ 65]=30604241516162607
[403602][336][ 66]=30604241516162625
[403603][336][ 67]=30604241516162627
[403604][336][ 68]=30604241516340405
[403605][336][ 69]=30604241516340407
[403606][336][ 70]=30604241516340425
[403607][336][ 71]=30604241516340427
[403608][336][ 72]=30604241516340605
[403609][336][ 73]=30604241516340607
[403610][336][ 74]=30604241516340625
[403611][336][ 75]=30604241516340627
[403612][336][ 76]=30604241516342405
[403613][336][ 77]=30604241516342407
[403614][336][ 78]=30604241516342425
[403615][336][ 79]=30604241516342427
[403616][336][ 80]=30604241516342605
[403617][336][ 81]=30604241516342607
[403618][336][ 82]=30604241516342625
[403619][336][ 83]=30604241516342627
[403620][336][ 84]=30604241516360405
[403621][336][ 85]=30604241516360407
[403622][336][ 86]=30604241516360425
[403623][336][ 87]=30604241516360427
[403624][336][ 88]=30604241516360605
[403625][336][ 89]=30604241516360607
[403626][336][ 90]=30604241516360625
[403627][336][ 91]=30604241516360627
[403628][336][ 92]=30604241516362405
[403629][336][ 93]=30604241516362407
[403630][336][ 94]=30604241516362425
[403631][336][ 95]=30604241516362427
[403632][336][ 96]=30604241516362605
[403633][336][ 97]=30604241516362607
[403634][336][ 98]=30604241516362625
[403635][336][ 99]=30604241516362627
[404737][337][  0]=30604241514162614
[404738][337][  1]=30604241514162616
[404739][337][  2]=30604241514162634
[404740][337][  3]=30604241514162636
[404741][337][  4]=30604241514340414
[404742][337][  5]=30604241514340416
[404743][337][  6]=30604241514340434
[404744][337][  7]=30604241514340436
[404745][337][  8]=30604241514340614
[404746][337][  9]=30604241514340616
[404747][337][ 10]=30604241514340634
[404748][337][ 11]=30604241514340636
[404749][337][ 12]=30604241514342414
[404750][337][ 13]=30604241514342416
[404751][337][ 14]=30604241514342434
[404752][337][ 15]=30604241514342436
[404753][337][ 16]=30604241514342614
[404754][337][ 17]=30604241514342616
[404755][337][ 18]=30604241514342634
[404756][337][ 19]=30604241514342636
